# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210908_std2_4/: 12C15N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9
# plane	POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0	
1	1.800e+01	4.243e+00	1.600e+01	4.000e+00	5.300e+01	7.280e+00	1.200e+01	3.464e+00	4.900e+01	7.000e+00	8.100e+01	9.000e+00	3.200e+01	5.657e+00	9.200e+01	9.592e+00	2.500e+01	5.000e+00
2	2.100e+01	4.583e+00	1.600e+01	4.000e+00	6.200e+01	7.874e+00	1.500e+01	3.873e+00	4.000e+01	6.325e+00	8.500e+01	9.220e+00	3.500e+01	5.916e+00	8.000e+01	8.944e+00	3.100e+01	5.568e+00
3	2.000e+01	4.472e+00	8.000e+00	2.828e+00	5.600e+01	7.483e+00	1.400e+01	3.742e+00	4.500e+01	6.708e+00	7.000e+01	8.367e+00	2.800e+01	5.292e+00	1.000e+02	1.000e+01	1.700e+01	4.123e+00
4	3.000e+01	5.477e+00	1.200e+01	3.464e+00	6.100e+01	7.810e+00	2.100e+01	4.583e+00	3.400e+01	5.831e+00	8.600e+01	9.274e+00	2.600e+01	5.099e+00	9.400e+01	9.695e+00	2.200e+01	4.690e+00
5	1.600e+01	4.000e+00	1.400e+01	3.742e+00	5.600e+01	7.483e+00	1.200e+01	3.464e+00	3.100e+01	5.568e+00	8.400e+01	9.165e+00	2.700e+01	5.196e+00	1.080e+02	1.039e+01	3.200e+01	5.657e+00
6	2.300e+01	4.796e+00	5.000e+00	2.236e+00	5.600e+01	7.483e+00	1.100e+01	3.317e+00	3.100e+01	5.568e+00	1.040e+02	1.020e+01	2.100e+01	4.583e+00	7.500e+01	8.660e+00	2.000e+01	4.472e+00
7	2.500e+01	5.000e+00	1.000e+01	3.162e+00	6.200e+01	7.874e+00	2.300e+01	4.796e+00	3.200e+01	5.657e+00	8.100e+01	9.000e+00	3.000e+01	5.477e+00	7.500e+01	8.660e+00	2.100e+01	4.583e+00
8	2.000e+01	4.472e+00	5.000e+00	2.236e+00	6.200e+01	7.874e+00	1.400e+01	3.742e+00	3.200e+01	5.657e+00	9.900e+01	9.950e+00	2.600e+01	5.099e+00	8.600e+01	9.274e+00	2.300e+01	4.796e+00
9	2.200e+01	4.690e+00	7.000e+00	2.646e+00	6.000e+01	7.746e+00	1.100e+01	3.317e+00	2.900e+01	5.385e+00	8.800e+01	9.381e+00	2.000e+01	4.472e+00	1.000e+02	1.000e+01	1.400e+01	3.742e+00
10	1.200e+01	3.464e+00	1.000e+01	3.162e+00	5.600e+01	7.483e+00	1.100e+01	3.317e+00	3.900e+01	6.245e+00	7.500e+01	8.660e+00	2.400e+01	4.899e+00	8.400e+01	9.165e+00	1.700e+01	4.123e+00
11	2.000e+01	4.472e+00	9.000e+00	3.000e+00	5.800e+01	7.616e+00	6.000e+00	2.449e+00	2.900e+01	5.385e+00	7.600e+01	8.718e+00	2.500e+01	5.000e+00	7.700e+01	8.775e+00	1.200e+01	3.464e+00
12	2.400e+01	4.899e+00	1.300e+01	3.606e+00	5.200e+01	7.211e+00	1.100e+01	3.317e+00	3.500e+01	5.916e+00	7.900e+01	8.888e+00	2.400e+01	4.899e+00	7.300e+01	8.544e+00	2.000e+01	4.472e+00
13	1.300e+01	3.606e+00	1.100e+01	3.317e+00	4.400e+01	6.633e+00	1.000e+01	3.162e+00	2.200e+01	4.690e+00	6.900e+01	8.307e+00	2.200e+01	4.690e+00	6.200e+01	7.874e+00	1.000e+01	3.162e+00
14	2.700e+01	5.196e+00	1.100e+01	3.317e+00	5.900e+01	7.681e+00	8.000e+00	2.828e+00	2.600e+01	5.099e+00	7.300e+01	8.544e+00	2.600e+01	5.099e+00	8.300e+01	9.110e+00	1.700e+01	4.123e+00
