# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210907_Std2_3/: 13C
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5
# plane	POL=1		POL=1		POL=0		POL=1		POL=0	
1	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
2	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00
3	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
4	1.000e+00	1.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
5	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00
6	4.000e+00	2.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00
7	2.000e+00	1.414e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
8	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
9	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
10	1.000e+00	1.000e+00	0.000e+00	0.000e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
11	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00
12	2.000e+00	1.414e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
13	1.000e+00	1.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
14	4.000e+00	2.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
15	1.000e+00	1.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
