# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210907_Std2_3/: 12C15N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5
# plane	POL=0		POL=0		POL=0		POL=0		POL=0	
1	4.000e+00	2.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
2	5.000e+00	2.236e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00
3	5.000e+00	2.236e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
4	5.000e+00	2.236e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	6.000e+00	2.449e+00	0.000e+00	0.000e+00
5	9.000e+00	3.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00
6	4.000e+00	2.000e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00
7	4.000e+00	2.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00
8	4.000e+00	2.000e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
9	5.000e+00	2.236e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
10	6.000e+00	2.449e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
11	2.000e+00	1.414e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00
12	2.000e+00	1.414e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	4.000e+00	2.000e+00
13	7.000e+00	2.646e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	4.000e+00	2.000e+00	0.000e+00	0.000e+00
14	6.000e+00	2.449e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00
15	4.000e+00	2.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00
16	6.000e+00	2.449e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
17	5.000e+00	2.236e+00	0.000e+00	0.000e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00
18	3.000e+00	1.732e+00	0.000e+00	0.000e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00
19	5.000e+00	2.236e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
