# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_sample17_3/: 13C/(12C+13C)*100
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12	MEAN13	Poiss_E13	MEAN14	Poiss_E14	MEAN15	Poiss_E15	MEAN16	Poiss_E16	MEAN17	Poiss_E17	MEAN18	Poiss_E18	MEAN19	Poiss_E19	MEAN20	Poiss_E20	MEAN21	Poiss_E21	MEAN22	Poiss_E22	MEAN23	Poiss_E23	MEAN24	Poiss_E24	MEAN25	Poiss_E25	MEAN26	Poiss_E26	MEAN27	Poiss_E27	MEAN28	Poiss_E28	MEAN29	Poiss_E29	MEAN30	Poiss_E30	MEAN31	Poiss_E31	MEAN32	Poiss_E32	MEAN33	Poiss_E33	MEAN34	Poiss_E34	MEAN35	Poiss_E35	MEAN36	Poiss_E36	MEAN37	Poiss_E37
# plane	POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0	
11	1.195e+00	9.788e-01	0.000e+00	0.000e+00	6.424e-01	5.254e-01	1.184e+00	6.350e-01	1.121e+00	6.493e-01	1.579e+00	9.153e-01	0.000e+00	0.000e+00	1.669e-01	2.362e-01	1.087e+00	1.541e+00	8.889e-01	6.299e-01	9.730e-01	4.598e-01	0.000e+00	0.000e+00	1.053e+00	1.493e+00	0.000e+00	0.000e+00	1.923e+00	2.733e+00	1.213e+00	4.969e-01	0.000e+00	0.000e+00	1.122e+00	5.033e-01	8.584e-01	8.602e-01	1.105e+00	1.108e+00	8.403e-01	5.955e-01	1.039e+00	7.366e-01	7.692e-01	7.707e-01	1.923e+00	2.733e+00	0.000e+00	0.000e+00	1.905e+00	1.914e+00	1.025e+00	6.497e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.429e+00	1.434e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	8.850e-01	1.254e+00	1.786e+00	2.537e+00	5.571e-01	5.579e-01	5.202e-01	3.683e-01
12	4.292e-01	6.076e-01	1.124e+00	1.594e+00	1.195e+00	6.921e-01	1.089e+00	5.835e-01	1.169e+00	6.265e-01	5.115e-01	5.122e-01	0.000e+00	0.000e+00	8.683e-01	5.024e-01	1.220e+00	1.730e+00	1.080e+00	6.849e-01	1.527e+00	5.793e-01	0.000e+00	0.000e+00	1.190e+00	1.689e+00	0.000e+00	0.000e+00	2.500e+00	3.558e+00	6.641e-01	3.556e-01	0.000e+00	0.000e+00	1.009e+00	4.524e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.826e-01	4.835e-01	1.214e+00	7.699e-01	3.534e-01	5.002e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.852e+00	1.861e+00	7.533e-01	5.337e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.407e-01	1.050e+00	1.149e+00	1.630e+00	1.370e+00	1.944e+00	8.065e-01	1.143e+00	1.075e+00	1.525e+00	2.632e+00	2.649e+00	1.202e+00	7.625e-01	5.242e-01	3.712e-01
13	0.000e+00	0.000e+00	2.198e+00	2.210e+00	1.132e+00	6.555e-01	3.247e-01	3.249e-01	6.349e-01	4.497e-01	1.620e+00	8.697e-01	0.000e+00	0.000e+00	1.770e+00	6.720e-01	1.333e+00	1.892e+00	1.279e+00	7.410e-01	1.075e+00	4.822e-01	0.000e+00	0.000e+00	2.128e+00	2.139e+00	3.704e+00	3.739e+00	0.000e+00	0.000e+00	1.434e+00	5.087e-01	0.000e+00	0.000e+00	1.099e+00	4.499e-01	4.762e-01	6.742e-01	5.618e-01	7.956e-01	1.573e+00	7.447e-01	1.078e+00	6.834e-01	1.278e+00	9.066e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	8.547e-01	1.211e+00	1.071e+00	6.203e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.944e-01	9.838e-01	0.000e+00	0.000e+00	2.740e+00	2.759e+00	2.256e+00	1.852e+00	1.667e+00	1.674e+00	1.282e+00	1.819e+00	9.901e-01	7.019e-01	1.103e+00	5.214e-01
14	9.050e-01	9.070e-01	9.709e-01	1.376e+00	7.491e-01	5.307e-01	1.420e+00	6.716e-01	6.711e-01	4.754e-01	1.290e+00	7.474e-01	0.000e+00	0.000e+00	1.299e+00	5.827e-01	3.158e+00	2.599e+00	6.276e-01	5.133e-01	1.268e+00	4.991e-01	1.754e+00	2.492e+00	1.887e+00	1.896e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	8.696e-01	3.558e-01	0.000e+00	0.000e+00	9.726e-01	4.157e-01	4.808e-01	6.807e-01	5.682e-01	8.047e-01	1.727e+00	7.758e-01	6.369e-01	5.209e-01	9.259e-01	7.578e-01	2.222e+00	3.161e+00	0.000e+00	0.000e+00	4.255e+00	3.042e+00	7.740e-01	4.905e-01	1.818e+00	1.827e+00	1.515e+00	2.151e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.176e+00	1.669e+00	1.935e+00	1.588e+00	2.128e+00	2.139e+00	2.469e+00	2.485e+00	2.571e-01	3.638e-01	1.131e+00	5.073e-01
15	1.024e+00	8.382e-01	8.772e-01	1.243e+00	5.629e-01	4.602e-01	1.562e+00	7.015e-01	1.453e-01	2.056e-01	7.648e-01	5.418e-01	7.692e+00	1.110e+01	9.615e-01	4.819e-01	0.000e+00	0.000e+00	4.211e-01	4.215e-01	7.330e-01	3.925e-01	1.429e+00	2.028e+00	1.980e+00	1.990e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	9.339e-01	3.672e-01	0.000e+00	0.000e+00	1.018e+00	4.166e-01	1.508e+00	1.236e+00	2.151e+00	1.529e+00	1.517e-01	2.147e-01	1.210e+00	7.005e-01	1.187e+00	8.418e-01	0.000e+00	0.000e+00	2.326e+00	3.308e+00	8.696e-01	1.232e+00	1.464e+00	6.572e-01	2.703e+00	2.222e+00	2.469e+00	2.485e+00	1.923e+00	1.578e+00	2.299e+00	2.312e+00	1.111e+00	1.576e+00	1.342e+00	1.347e+00	1.020e+00	1.447e+00	1.351e+00	1.918e+00	1.425e+00	8.258e-01	9.756e-01	4.890e-01
16	1.071e+00	8.772e-01	0.000e+00	0.000e+00	9.009e-01	5.711e-01	1.458e+00	6.543e-01	4.087e-01	3.341e-01	1.147e+00	6.643e-01	0.000e+00	0.000e+00	4.425e-01	3.132e-01	1.000e+00	1.418e+00	7.984e-01	5.657e-01	1.188e+00	4.865e-01	2.985e+00	3.008e+00	0.000e+00	0.000e+00	3.371e+00	2.776e+00	0.000e+00	0.000e+00	7.097e-01	3.031e-01	9.091e+00	1.317e+01	1.161e+00	4.252e-01	0.000e+00	0.000e+00	2.970e+00	1.728e+00	7.082e-01	4.487e-01	3.401e-01	3.404e-01	1.582e+00	1.005e+00	1.818e+00	2.583e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	8.759e-01	5.068e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.333e+00	1.338e+00	1.250e+00	1.773e+00	1.176e+00	1.669e+00	7.634e-01	1.082e+00	1.053e+00	1.493e+00	0.000e+00	0.000e+00	6.637e-01	5.428e-01	1.567e+00	6.708e-01
17	6.472e-01	6.483e-01	2.752e+00	2.263e+00	8.929e-01	6.328e-01	5.814e-01	4.117e-01	1.061e+00	5.319e-01	3.241e-01	3.244e-01	6.667e+00	9.595e+00	1.149e+00	4.706e-01	0.000e+00	0.000e+00	1.417e+00	7.601e-01	5.081e-01	3.218e-01	0.000e+00	0.000e+00	7.634e-01	1.082e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	9.152e-01	3.350e-01	0.000e+00	0.000e+00	1.004e+00	3.803e-01	2.454e+00	1.746e+00	4.587e-01	6.495e-01	1.441e+00	6.468e-01	5.405e-01	4.419e-01	8.451e-01	6.915e-01	2.000e+00	2.843e+00	4.082e+00	4.125e+00	1.515e+00	1.521e+00	7.541e-01	4.779e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.667e+00	1.367e+00	8.130e-01	1.152e+00	9.346e-01	1.325e+00	1.258e+00	1.262e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.009e-01	5.733e-01	1.091e+00	5.472e-01
18	9.677e-01	7.921e-01	9.174e-01	1.300e+00	4.706e-01	4.711e-01	8.174e-01	4.729e-01	6.588e-01	4.173e-01	1.008e+00	5.837e-01	0.000e+00	0.000e+00	3.077e-01	2.514e-01	1.667e+00	1.674e+00	5.650e-01	4.620e-01	9.690e-01	4.344e-01	1.471e+00	2.087e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.769e-01	2.942e-01	4.545e+00	6.504e+00	9.022e-01	3.547e-01	6.757e-01	9.572e-01	0.000e+00	0.000e+00	1.279e+00	5.737e-01	1.438e+00	6.802e-01	2.841e-01	4.021e-01	2.000e+00	2.843e+00	0.000e+00	0.000e+00	6.993e-01	9.907e-01	7.692e-01	4.450e-01	0.000e+00	0.000e+00	1.515e+00	2.151e+00	4.902e-01	6.941e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.604e+00	1.315e+00	0.000e+00	0.000e+00	2.353e+00	2.367e+00	3.968e-01	3.972e-01	6.925e-01	4.388e-01
19	1.170e+00	8.295e-01	1.681e+00	1.688e+00	1.170e+00	8.295e-01	1.964e+00	7.741e-01	7.595e-01	4.393e-01	1.399e+00	6.277e-01	0.000e+00	0.000e+00	9.839e-01	4.206e-01	1.042e+00	1.477e+00	1.321e+00	7.083e-01	7.576e-01	3.795e-01	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.536e-01	9.258e-01	0.000e+00	0.000e+00	9.509e-01	3.177e-01	0.000e+00	0.000e+00	6.207e-01	2.931e-01	0.000e+00	0.000e+00	5.208e-01	7.375e-01	5.974e-01	3.784e-01	9.464e-01	5.477e-01	7.772e-01	6.358e-01	1.852e+00	2.631e+00	0.000e+00	0.000e+00	1.575e+00	1.581e+00	6.452e-01	4.087e-01	0.000e+00	0.000e+00	1.389e+00	1.971e+00	4.878e-01	6.907e-01	9.091e-01	1.289e+00	9.259e-01	1.313e+00	6.289e-01	8.908e-01	1.064e+00	1.509e+00	2.083e+00	2.094e+00	2.103e+00	9.016e-01	9.682e-01	5.188e-01
20	1.887e+00	1.095e+00	3.571e+00	2.549e+00	6.711e-01	6.723e-01	7.310e-01	4.632e-01	1.498e+00	6.139e-01	6.757e-01	4.281e-01	0.000e+00	0.000e+00	1.181e+00	4.479e-01	1.075e+00	1.525e+00	5.367e-01	4.388e-01	4.822e-01	3.053e-01	0.000e+00	0.000e+00	6.536e-01	9.258e-01	1.227e+00	1.231e+00	1.852e+00	2.631e+00	7.737e-01	2.741e-01	5.882e+00	8.448e+00	9.150e-01	3.466e-01	7.634e-01	1.082e+00	1.163e+00	1.166e+00	2.172e-01	2.173e-01	6.494e-01	4.599e-01	0.000e+00	0.000e+00	2.041e+00	2.901e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.220e-01	4.176e-01	8.772e-01	1.243e+00	0.000e+00	0.000e+00	9.050e-01	9.070e-01	0.000e+00	0.000e+00	9.091e-01	1.289e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.119e+00	9.526e-01	1.051e+00	5.633e-01
