# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_std2_1/: 12C14N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=4		POL=4		POL=4		POL=4		POL=5		POL=3		POL=4		POL=4		POL=2		POL=2		POL=2		POL=3	
11	6.897e+04	2.626e+02	6.202e+04	2.490e+02	3.629e+04	1.905e+02	4.951e+04	2.225e+02	4.656e+04	2.158e+02	2.092e+03	4.574e+01	3.541e+03	5.951e+01	1.760e+03	4.195e+01	5.595e+03	7.480e+01	2.568e+03	5.068e+01	8.050e+02	2.837e+01	8.950e+02	2.992e+01
12	6.656e+04	2.580e+02	6.205e+04	2.491e+02	3.579e+04	1.892e+02	4.828e+04	2.197e+02	4.631e+04	2.152e+02	2.114e+03	4.598e+01	3.098e+03	5.566e+01	1.803e+03	4.246e+01	5.518e+03	7.428e+01	2.477e+03	4.977e+01	7.940e+02	2.818e+01	9.030e+02	3.005e+01
13	6.529e+04	2.555e+02	5.928e+04	2.435e+02	3.512e+04	1.874e+02	4.698e+04	2.168e+02	4.548e+04	2.133e+02	2.074e+03	4.554e+01	2.684e+03	5.181e+01	1.685e+03	4.105e+01	5.477e+03	7.401e+01	2.450e+03	4.950e+01	7.610e+02	2.759e+01	8.250e+02	2.872e+01
14	6.320e+04	2.514e+02	5.777e+04	2.403e+02	3.482e+04	1.866e+02	4.691e+04	2.166e+02	4.470e+04	2.114e+02	1.906e+03	4.366e+01	2.672e+03	5.169e+01	1.600e+03	4.000e+01	5.465e+03	7.393e+01	2.378e+03	4.876e+01	8.320e+02	2.884e+01	7.310e+02	2.704e+01
15	6.244e+04	2.499e+02	5.789e+04	2.406e+02	3.410e+04	1.847e+02	4.622e+04	2.150e+02	4.513e+04	2.124e+02	1.928e+03	4.391e+01	2.192e+03	4.682e+01	1.557e+03	3.946e+01	5.387e+03	7.340e+01	2.199e+03	4.689e+01	7.450e+02	2.729e+01	7.460e+02	2.731e+01
16	6.146e+04	2.479e+02	5.714e+04	2.390e+02	3.370e+04	1.836e+02	4.552e+04	2.134e+02	4.499e+04	2.121e+02	1.779e+03	4.218e+01	1.873e+03	4.328e+01	1.479e+03	3.846e+01	5.403e+03	7.351e+01	2.279e+03	4.774e+01	6.970e+02	2.640e+01	7.450e+02	2.729e+01
17	6.130e+04	2.476e+02	5.637e+04	2.374e+02	3.348e+04	1.830e+02	4.512e+04	2.124e+02	4.437e+04	2.106e+02	1.787e+03	4.227e+01	1.744e+03	4.176e+01	1.453e+03	3.812e+01	5.334e+03	7.303e+01	2.099e+03	4.581e+01	6.860e+02	2.619e+01	7.080e+02	2.661e+01
18	6.097e+04	2.469e+02	5.625e+04	2.372e+02	3.350e+04	1.830e+02	4.540e+04	2.131e+02	4.424e+04	2.103e+02	1.729e+03	4.158e+01	1.435e+03	3.788e+01	1.444e+03	3.800e+01	5.435e+03	7.372e+01	2.118e+03	4.602e+01	6.540e+02	2.557e+01	6.390e+02	2.528e+01
19	5.969e+04	2.443e+02	5.454e+04	2.335e+02	3.349e+04	1.830e+02	4.455e+04	2.111e+02	4.349e+04	2.085e+02	1.615e+03	4.019e+01	1.443e+03	3.799e+01	1.349e+03	3.673e+01	5.369e+03	7.327e+01	2.054e+03	4.532e+01	6.570e+02	2.563e+01	5.820e+02	2.412e+01
20	5.910e+04	2.431e+02	5.406e+04	2.325e+02	3.292e+04	1.815e+02	4.419e+04	2.102e+02	4.400e+04	2.098e+02	1.593e+03	3.991e+01	1.203e+03	3.468e+01	1.345e+03	3.667e+01	5.338e+03	7.306e+01	2.091e+03	4.573e+01	7.080e+02	2.661e+01	6.380e+02	2.526e+01
21	5.927e+04	2.434e+02	5.432e+04	2.331e+02	3.311e+04	1.820e+02	4.470e+04	2.114e+02	4.366e+04	2.090e+02	1.498e+03	3.870e+01	1.194e+03	3.455e+01	1.278e+03	3.575e+01	5.342e+03	7.309e+01	2.094e+03	4.576e+01	6.630e+02	2.575e+01	6.150e+02	2.480e+01
22	5.818e+04	2.412e+02	5.362e+04	2.316e+02	3.333e+04	1.826e+02	4.431e+04	2.105e+02	4.333e+04	2.082e+02	1.486e+03	3.855e+01	1.169e+03	3.419e+01	1.287e+03	3.587e+01	5.323e+03	7.296e+01	2.070e+03	4.550e+01	6.630e+02	2.575e+01	5.820e+02	2.412e+01
23	6.095e+04	2.469e+02	5.513e+04	2.348e+02	3.254e+04	1.804e+02	4.430e+04	2.105e+02	4.100e+04	2.025e+02	1.319e+03	3.632e+01	1.006e+03	3.172e+01	1.338e+03	3.658e+01	5.146e+03	7.174e+01	1.922e+03	4.384e+01	7.260e+02	2.694e+01	5.390e+02	2.322e+01
24	5.881e+04	2.425e+02	5.364e+04	2.316e+02	3.288e+04	1.813e+02	4.515e+04	2.125e+02	4.336e+04	2.082e+02	1.352e+03	3.677e+01	1.042e+03	3.228e+01	1.300e+03	3.606e+01	5.299e+03	7.279e+01	2.094e+03	4.576e+01	7.000e+02	2.646e+01	5.890e+02	2.427e+01
25	6.060e+04	2.462e+02	5.468e+04	2.338e+02	3.241e+04	1.800e+02	4.414e+04	2.101e+02	4.148e+04	2.037e+02	1.242e+03	3.524e+01	1.050e+03	3.240e+01	1.329e+03	3.646e+01	5.135e+03	7.166e+01	1.960e+03	4.427e+01	6.930e+02	2.632e+01	5.450e+02	2.335e+01
