# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_std2_1/: 12C14N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=4		POL=4		POL=4		POL=4		POL=5		POL=3		POL=4		POL=4		POL=2		POL=2		POL=2		POL=3	
1	7.467e+04	2.733e+02	6.439e+04	2.538e+02	3.912e+04	1.978e+02	4.968e+04	2.229e+02	4.788e+04	2.188e+02	1.283e+03	3.582e+01	2.561e+03	5.061e+01	2.201e+03	4.691e+01	6.083e+03	7.799e+01	3.507e+03	5.922e+01	1.116e+03	3.341e+01	1.030e+03	3.209e+01
2	7.786e+04	2.790e+02	6.632e+04	2.575e+02	4.084e+04	2.021e+02	5.126e+04	2.264e+02	4.962e+04	2.228e+02	1.460e+03	3.821e+01	3.839e+03	6.196e+01	2.378e+03	4.876e+01	6.316e+03	7.947e+01	3.333e+03	5.773e+01	1.135e+03	3.369e+01	1.120e+03	3.347e+01
3	7.839e+04	2.800e+02	6.804e+04	2.608e+02	4.168e+04	2.042e+02	5.244e+04	2.290e+02	5.146e+04	2.268e+02	1.756e+03	4.190e+01	4.689e+03	6.848e+01	2.510e+03	5.010e+01	6.399e+03	7.999e+01	3.240e+03	5.692e+01	1.095e+03	3.309e+01	1.139e+03	3.375e+01
4	7.901e+04	2.811e+02	6.954e+04	2.637e+02	4.193e+04	2.048e+02	5.391e+04	2.322e+02	5.329e+04	2.308e+02	2.101e+03	4.584e+01	5.249e+03	7.245e+01	2.453e+03	4.953e+01	5.924e+03	7.697e+01	3.207e+03	5.663e+01	9.990e+02	3.161e+01	1.092e+03	3.305e+01
5	7.851e+04	2.802e+02	6.937e+04	2.634e+02	4.173e+04	2.043e+02	5.478e+04	2.340e+02	5.365e+04	2.316e+02	2.133e+03	4.618e+01	5.589e+03	7.476e+01	2.509e+03	5.009e+01	5.578e+03	7.469e+01	3.140e+03	5.604e+01	9.220e+02	3.036e+01	1.119e+03	3.345e+01
6	7.655e+04	2.767e+02	6.864e+04	2.620e+02	4.157e+04	2.039e+02	5.425e+04	2.329e+02	5.322e+04	2.307e+02	2.194e+03	4.684e+01	5.491e+03	7.410e+01	2.375e+03	4.873e+01	5.533e+03	7.438e+01	2.992e+03	5.470e+01	9.320e+02	3.053e+01	1.060e+03	3.256e+01
7	7.652e+04	2.766e+02	6.933e+04	2.633e+02	3.978e+04	1.994e+02	5.323e+04	2.307e+02	4.968e+04	2.229e+02	2.360e+03	4.858e+01	5.470e+03	7.396e+01	2.364e+03	4.862e+01	5.724e+03	7.566e+01	2.933e+03	5.416e+01	9.050e+02	3.008e+01	1.094e+03	3.308e+01
8	7.527e+04	2.743e+02	6.786e+04	2.605e+02	3.867e+04	1.966e+02	5.218e+04	2.284e+02	4.910e+04	2.216e+02	2.309e+03	4.805e+01	4.867e+03	6.976e+01	2.161e+03	4.649e+01	5.653e+03	7.519e+01	2.813e+03	5.304e+01	8.550e+02	2.924e+01	1.065e+03	3.263e+01
9	7.281e+04	2.698e+02	6.597e+04	2.569e+02	3.833e+04	1.958e+02	5.152e+04	2.270e+02	4.817e+04	2.195e+02	2.107e+03	4.590e+01	4.409e+03	6.640e+01	2.164e+03	4.652e+01	5.542e+03	7.444e+01	2.749e+03	5.243e+01	8.790e+02	2.965e+01	1.060e+03	3.256e+01
10	7.033e+04	2.652e+02	6.429e+04	2.536e+02	3.677e+04	1.918e+02	5.022e+04	2.241e+02	4.745e+04	2.178e+02	2.157e+03	4.644e+01	3.789e+03	6.155e+01	1.922e+03	4.384e+01	5.570e+03	7.463e+01	2.657e+03	5.155e+01	8.150e+02	2.855e+01	9.880e+02	3.143e+01
