# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_std2_1/: 12C
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=2		POL=2		POL=2		POL=5		POL=2		POL=3		POL=3		POL=3		POL=1		POL=1		POL=1		POL=0	
11	1.187e+03	3.445e+01	1.463e+03	3.825e+01	7.260e+02	2.694e+01	9.990e+02	3.161e+01	1.110e+03	3.332e+01	1.160e+02	1.077e+01	1.820e+02	1.349e+01	9.500e+01	9.747e+00	3.380e+02	1.838e+01	1.100e+02	1.049e+01	4.400e+01	6.633e+00	5.700e+01	7.550e+00
12	1.307e+03	3.615e+01	1.469e+03	3.833e+01	7.660e+02	2.768e+01	1.002e+03	3.165e+01	1.255e+03	3.543e+01	1.090e+02	1.044e+01	1.970e+02	1.404e+01	7.400e+01	8.602e+00	3.730e+02	1.931e+01	1.260e+02	1.122e+01	4.200e+01	6.481e+00	5.000e+01	7.071e+00
13	1.340e+03	3.661e+01	1.512e+03	3.888e+01	7.770e+02	2.787e+01	1.033e+03	3.214e+01	1.344e+03	3.666e+01	1.090e+02	1.044e+01	1.810e+02	1.345e+01	8.600e+01	9.274e+00	3.640e+02	1.908e+01	1.230e+02	1.109e+01	5.200e+01	7.211e+00	4.300e+01	6.557e+00
14	1.460e+03	3.821e+01	1.604e+03	4.005e+01	8.160e+02	2.857e+01	1.119e+03	3.345e+01	1.382e+03	3.718e+01	1.330e+02	1.153e+01	1.840e+02	1.356e+01	7.400e+01	8.602e+00	3.860e+02	1.965e+01	1.160e+02	1.077e+01	5.500e+01	7.416e+00	4.500e+01	6.708e+00
15	1.443e+03	3.799e+01	1.694e+03	4.116e+01	8.330e+02	2.886e+01	1.242e+03	3.524e+01	1.505e+03	3.879e+01	1.120e+02	1.058e+01	1.410e+02	1.187e+01	7.700e+01	8.775e+00	3.720e+02	1.929e+01	1.290e+02	1.136e+01	5.800e+01	7.616e+00	3.600e+01	6.000e+00
16	1.605e+03	4.006e+01	1.891e+03	4.349e+01	9.550e+02	3.090e+01	1.295e+03	3.599e+01	1.587e+03	3.984e+01	1.310e+02	1.145e+01	1.100e+02	1.049e+01	7.700e+01	8.775e+00	4.170e+02	2.042e+01	1.280e+02	1.131e+01	6.300e+01	7.937e+00	4.500e+01	6.708e+00
17	1.774e+03	4.212e+01	1.910e+03	4.370e+01	9.890e+02	3.145e+01	1.401e+03	3.743e+01	1.745e+03	4.177e+01	1.150e+02	1.072e+01	9.100e+01	9.539e+00	8.900e+01	9.434e+00	4.740e+02	2.177e+01	1.020e+02	1.010e+01	5.000e+01	7.071e+00	4.900e+01	7.000e+00
18	1.764e+03	4.200e+01	2.110e+03	4.593e+01	1.079e+03	3.285e+01	1.509e+03	3.885e+01	1.792e+03	4.233e+01	1.170e+02	1.082e+01	9.300e+01	9.644e+00	8.600e+01	9.274e+00	4.590e+02	2.142e+01	1.260e+02	1.122e+01	5.200e+01	7.211e+00	3.800e+01	6.164e+00
19	1.972e+03	4.441e+01	2.229e+03	4.721e+01	1.139e+03	3.375e+01	1.707e+03	4.132e+01	1.906e+03	4.366e+01	1.240e+02	1.114e+01	7.400e+01	8.602e+00	1.010e+02	1.005e+01	4.850e+02	2.202e+01	1.460e+02	1.208e+01	7.600e+01	8.718e+00	3.100e+01	5.568e+00
20	2.014e+03	4.488e+01	2.308e+03	4.804e+01	1.241e+03	3.523e+01	1.734e+03	4.164e+01	2.012e+03	4.486e+01	1.280e+02	1.131e+01	7.000e+01	8.367e+00	9.400e+01	9.695e+00	4.980e+02	2.232e+01	1.530e+02	1.237e+01	5.800e+01	7.616e+00	5.500e+01	7.416e+00
21	2.200e+03	4.690e+01	2.555e+03	5.055e+01	1.328e+03	3.644e+01	1.913e+03	4.374e+01	2.206e+03	4.697e+01	1.200e+02	1.095e+01	7.700e+01	8.775e+00	8.700e+01	9.327e+00	5.050e+02	2.247e+01	1.490e+02	1.221e+01	4.900e+01	7.000e+00	5.100e+01	7.141e+00
22	2.277e+03	4.772e+01	2.700e+03	5.196e+01	1.411e+03	3.756e+01	2.031e+03	4.507e+01	2.348e+03	4.846e+01	1.280e+02	1.131e+01	8.600e+01	9.274e+00	8.800e+01	9.381e+00	5.240e+02	2.289e+01	1.620e+02	1.273e+01	7.000e+01	8.367e+00	4.700e+01	6.856e+00
23	2.681e+03	5.178e+01	2.860e+03	5.348e+01	1.495e+03	3.867e+01	2.179e+03	4.668e+01	2.513e+03	5.013e+01	1.230e+02	1.109e+01	9.100e+01	9.539e+00	1.050e+02	1.025e+01	5.940e+02	2.437e+01	1.510e+02	1.229e+01	6.500e+01	8.062e+00	5.400e+01	7.348e+00
24	2.729e+03	5.224e+01	2.985e+03	5.464e+01	1.587e+03	3.984e+01	2.331e+03	4.828e+01	2.624e+03	5.122e+01	1.180e+02	1.086e+01	7.900e+01	8.888e+00	1.160e+02	1.077e+01	5.670e+02	2.381e+01	2.040e+02	1.428e+01	8.200e+01	9.055e+00	5.300e+01	7.280e+00
25	2.954e+03	5.435e+01	3.262e+03	5.711e+01	1.628e+03	4.035e+01	2.410e+03	4.909e+01	2.875e+03	5.362e+01	1.510e+02	1.229e+01	1.090e+02	1.044e+01	1.020e+02	1.010e+01	5.960e+02	2.441e+01	1.820e+02	1.349e+01	9.700e+01	9.849e+00	6.200e+01	7.874e+00
