# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_std2_1/: 12C
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=2		POL=2		POL=2		POL=5		POL=2		POL=3		POL=3		POL=3		POL=1		POL=1		POL=1		POL=0	
1	9.530e+02	3.087e+01	9.200e+02	3.033e+01	4.850e+02	2.202e+01	6.800e+02	2.608e+01	6.460e+02	2.542e+01	4.200e+01	6.481e+00	8.200e+01	9.055e+00	5.000e+01	7.071e+00	1.840e+02	1.356e+01	7.700e+01	8.775e+00	3.100e+01	5.568e+00	3.000e+01	5.477e+00
2	8.810e+02	2.968e+01	8.140e+02	2.853e+01	4.220e+02	2.054e+01	6.020e+02	2.454e+01	6.060e+02	2.462e+01	4.600e+01	6.782e+00	8.200e+01	9.055e+00	4.800e+01	6.928e+00	1.990e+02	1.411e+01	8.100e+01	9.000e+00	3.100e+01	5.568e+00	3.900e+01	6.245e+00
3	8.530e+02	2.921e+01	8.910e+02	2.985e+01	4.590e+02	2.142e+01	6.180e+02	2.486e+01	6.540e+02	2.557e+01	5.900e+01	7.681e+00	1.240e+02	1.114e+01	7.100e+01	8.426e+00	1.900e+02	1.378e+01	7.800e+01	8.832e+00	4.300e+01	6.557e+00	4.100e+01	6.403e+00
4	8.920e+02	2.987e+01	9.330e+02	3.055e+01	5.080e+02	2.254e+01	6.900e+02	2.627e+01	7.350e+02	2.711e+01	7.000e+01	8.367e+00	1.480e+02	1.217e+01	7.500e+01	8.660e+00	2.280e+02	1.510e+01	8.400e+01	9.165e+00	2.900e+01	5.385e+00	3.100e+01	5.568e+00
5	9.450e+02	3.074e+01	1.000e+03	3.162e+01	5.420e+02	2.328e+01	6.780e+02	2.604e+01	8.040e+02	2.835e+01	7.900e+01	8.888e+00	1.910e+02	1.382e+01	6.700e+01	8.185e+00	2.420e+02	1.556e+01	8.600e+01	9.274e+00	3.600e+01	6.000e+00	4.900e+01	7.000e+00
6	9.730e+02	3.119e+01	1.065e+03	3.263e+01	5.610e+02	2.369e+01	8.100e+02	2.846e+01	8.400e+02	2.898e+01	6.800e+01	8.246e+00	2.330e+02	1.526e+01	7.800e+01	8.832e+00	2.400e+02	1.549e+01	1.050e+02	1.025e+01	3.300e+01	5.745e+00	3.900e+01	6.245e+00
7	1.036e+03	3.219e+01	1.107e+03	3.327e+01	5.480e+02	2.341e+01	8.180e+02	2.860e+01	8.540e+02	2.922e+01	8.900e+01	9.434e+00	2.410e+02	1.552e+01	1.090e+02	1.044e+01	2.570e+02	1.603e+01	1.010e+02	1.005e+01	4.500e+01	6.708e+00	3.200e+01	5.657e+00
8	1.093e+03	3.306e+01	1.156e+03	3.400e+01	6.000e+02	2.449e+01	8.630e+02	2.938e+01	9.640e+02	3.105e+01	1.080e+02	1.039e+01	2.350e+02	1.533e+01	9.200e+01	9.592e+00	3.010e+02	1.735e+01	1.200e+02	1.095e+01	4.600e+01	6.782e+00	4.300e+01	6.557e+00
9	1.116e+03	3.341e+01	1.245e+03	3.528e+01	6.090e+02	2.468e+01	8.990e+02	2.998e+01	9.950e+02	3.154e+01	1.170e+02	1.082e+01	2.220e+02	1.490e+01	9.500e+01	9.747e+00	3.190e+02	1.786e+01	1.100e+02	1.049e+01	5.700e+01	7.550e+00	3.500e+01	5.916e+00
10	1.163e+03	3.410e+01	1.347e+03	3.670e+01	6.540e+02	2.557e+01	9.320e+02	3.053e+01	1.045e+03	3.233e+01	1.030e+02	1.015e+01	1.970e+02	1.404e+01	8.900e+01	9.434e+00	3.230e+02	1.797e+01	1.020e+02	1.010e+01	4.600e+01	6.782e+00	4.700e+01	6.856e+00
