# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_std2_1/: 12C15N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=4		POL=0		POL=4		POL=0		POL=0		POL=0		POL=1		POL=0		POL=0		POL=3		POL=0		POL=0	
1	2.730e+02	1.652e+01	2.420e+02	1.556e+01	1.590e+02	1.261e+01	1.910e+02	1.382e+01	1.970e+02	1.404e+01	3.000e+00	1.732e+00	1.100e+01	3.317e+00	9.000e+00	3.000e+00	2.400e+01	4.899e+00	1.100e+01	3.317e+00	2.000e+00	1.414e+00	5.000e+00	2.236e+00
2	2.930e+02	1.712e+01	2.400e+02	1.549e+01	1.560e+02	1.249e+01	1.790e+02	1.338e+01	1.930e+02	1.389e+01	1.000e+01	3.162e+00	1.700e+01	4.123e+00	5.000e+00	2.236e+00	1.000e+01	3.162e+00	1.000e+01	3.162e+00	4.000e+00	2.000e+00	6.000e+00	2.449e+00
3	3.180e+02	1.783e+01	2.510e+02	1.584e+01	1.830e+02	1.353e+01	1.970e+02	1.404e+01	1.950e+02	1.396e+01	1.000e+01	3.162e+00	1.700e+01	4.123e+00	1.000e+01	3.162e+00	3.100e+01	5.568e+00	1.400e+01	3.742e+00	4.000e+00	2.000e+00	4.000e+00	2.000e+00
4	3.050e+02	1.746e+01	2.710e+02	1.646e+01	1.620e+02	1.273e+01	2.390e+02	1.546e+01	1.780e+02	1.334e+01	5.000e+00	2.236e+00	2.300e+01	4.796e+00	1.000e+01	3.162e+00	1.700e+01	4.123e+00	1.100e+01	3.317e+00	3.000e+00	1.732e+00	7.000e+00	2.646e+00
5	3.020e+02	1.738e+01	2.260e+02	1.503e+01	1.600e+02	1.265e+01	2.050e+02	1.432e+01	2.010e+02	1.418e+01	3.000e+00	1.732e+00	2.800e+01	5.292e+00	1.200e+01	3.464e+00	2.000e+01	4.472e+00	1.300e+01	3.606e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
6	3.130e+02	1.769e+01	2.650e+02	1.628e+01	1.480e+02	1.217e+01	2.180e+02	1.476e+01	2.120e+02	1.456e+01	7.000e+00	2.646e+00	1.900e+01	4.359e+00	1.000e+01	3.162e+00	2.100e+01	4.583e+00	1.100e+01	3.317e+00	7.000e+00	2.646e+00	6.000e+00	2.449e+00
7	2.770e+02	1.664e+01	2.500e+02	1.581e+01	1.730e+02	1.315e+01	1.990e+02	1.411e+01	1.760e+02	1.327e+01	1.000e+01	3.162e+00	1.900e+01	4.359e+00	8.000e+00	2.828e+00	2.000e+01	4.472e+00	9.000e+00	3.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
8	3.010e+02	1.735e+01	2.970e+02	1.723e+01	1.510e+02	1.229e+01	1.750e+02	1.323e+01	1.830e+02	1.353e+01	8.000e+00	2.828e+00	1.600e+01	4.000e+00	7.000e+00	2.646e+00	2.600e+01	5.099e+00	1.200e+01	3.464e+00	1.000e+00	1.000e+00	7.000e+00	2.646e+00
9	2.590e+02	1.609e+01	2.500e+02	1.581e+01	1.240e+02	1.114e+01	2.010e+02	1.418e+01	1.950e+02	1.396e+01	6.000e+00	2.449e+00	1.900e+01	4.359e+00	1.300e+01	3.606e+00	2.600e+01	5.099e+00	1.500e+01	3.873e+00	3.000e+00	1.732e+00	5.000e+00	2.236e+00
10	2.560e+02	1.600e+01	2.180e+02	1.476e+01	1.450e+02	1.204e+01	2.030e+02	1.425e+01	1.870e+02	1.367e+01	1.000e+01	3.162e+00	1.500e+01	3.873e+00	9.000e+00	3.000e+00	2.400e+01	4.899e+00	1.300e+01	3.606e+00	5.000e+00	2.236e+00	8.000e+00	2.828e+00
11	2.580e+02	1.606e+01	2.390e+02	1.546e+01	1.280e+02	1.131e+01	1.780e+02	1.334e+01	1.720e+02	1.311e+01	1.100e+01	3.317e+00	9.000e+00	3.000e+00	1.200e+01	3.464e+00	1.600e+01	4.000e+00	1.000e+01	3.162e+00	4.000e+00	2.000e+00	4.000e+00	2.000e+00
12	2.560e+02	1.600e+01	2.330e+02	1.526e+01	1.450e+02	1.204e+01	1.590e+02	1.261e+01	1.750e+02	1.323e+01	3.000e+00	1.732e+00	8.000e+00	2.828e+00	4.000e+00	2.000e+00	1.700e+01	4.123e+00	1.100e+01	3.317e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
13	2.440e+02	1.562e+01	2.150e+02	1.466e+01	1.420e+02	1.192e+01	1.950e+02	1.396e+01	1.620e+02	1.273e+01	4.000e+00	2.000e+00	1.400e+01	3.742e+00	6.000e+00	2.449e+00	1.300e+01	3.606e+00	1.300e+01	3.606e+00	2.000e+00	1.414e+00	4.000e+00	2.000e+00
14	2.200e+02	1.483e+01	2.410e+02	1.552e+01	1.220e+02	1.105e+01	1.780e+02	1.334e+01	1.630e+02	1.277e+01	6.000e+00	2.449e+00	1.500e+01	3.873e+00	7.000e+00	2.646e+00	2.900e+01	5.385e+00	7.000e+00	2.646e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00
15	2.680e+02	1.637e+01	1.980e+02	1.407e+01	1.400e+02	1.183e+01	1.680e+02	1.296e+01	1.680e+02	1.296e+01	4.000e+00	2.000e+00	7.000e+00	2.646e+00	5.000e+00	2.236e+00	1.800e+01	4.243e+00	8.000e+00	2.828e+00	4.000e+00	2.000e+00	2.000e+00	1.414e+00
16	2.510e+02	1.584e+01	2.060e+02	1.435e+01	1.420e+02	1.192e+01	1.750e+02	1.323e+01	1.920e+02	1.386e+01	6.000e+00	2.449e+00	6.000e+00	2.449e+00	4.000e+00	2.000e+00	2.400e+01	4.899e+00	7.000e+00	2.646e+00	6.000e+00	2.449e+00	3.000e+00	1.732e+00
17	2.270e+02	1.507e+01	2.150e+02	1.466e+01	1.250e+02	1.118e+01	1.670e+02	1.292e+01	1.780e+02	1.334e+01	1.000e+01	3.162e+00	2.000e+00	1.414e+00	1.000e+01	3.162e+00	3.200e+01	5.657e+00	1.000e+01	3.162e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00
18	2.210e+02	1.487e+01	2.100e+02	1.449e+01	1.360e+02	1.166e+01	1.740e+02	1.319e+01	1.710e+02	1.308e+01	5.000e+00	2.236e+00	3.000e+00	1.732e+00	5.000e+00	2.236e+00	1.200e+01	3.464e+00	6.000e+00	2.449e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00
19	2.460e+02	1.568e+01	2.110e+02	1.453e+01	1.300e+02	1.140e+01	1.810e+02	1.345e+01	1.590e+02	1.261e+01	6.000e+00	2.449e+00	4.000e+00	2.000e+00	4.000e+00	2.000e+00	1.500e+01	3.873e+00	8.000e+00	2.828e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
20	2.290e+02	1.513e+01	1.900e+02	1.378e+01	1.420e+02	1.192e+01	1.650e+02	1.285e+01	1.870e+02	1.367e+01	3.000e+00	1.732e+00	5.000e+00	2.236e+00	1.400e+01	3.742e+00	1.400e+01	3.742e+00	9.000e+00	3.000e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00
21	2.120e+02	1.456e+01	2.180e+02	1.476e+01	1.360e+02	1.166e+01	1.540e+02	1.241e+01	1.590e+02	1.261e+01	1.000e+01	3.162e+00	5.000e+00	2.236e+00	2.000e+00	1.414e+00	1.500e+01	3.873e+00	8.000e+00	2.828e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
22	2.370e+02	1.539e+01	2.150e+02	1.466e+01	1.220e+02	1.105e+01	1.750e+02	1.323e+01	1.950e+02	1.396e+01	4.000e+00	2.000e+00	5.000e+00	2.236e+00	5.000e+00	2.236e+00	2.200e+01	4.690e+00	6.000e+00	2.449e+00	3.000e+00	1.732e+00	6.000e+00	2.449e+00
23	2.500e+02	1.581e+01	2.010e+02	1.418e+01	1.380e+02	1.175e+01	1.710e+02	1.308e+01	1.570e+02	1.253e+01	9.000e+00	3.000e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00	1.900e+01	4.359e+00	7.000e+00	2.646e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00
24	2.480e+02	1.575e+01	2.290e+02	1.513e+01	1.300e+02	1.140e+01	1.560e+02	1.249e+01	1.750e+02	1.323e+01	1.100e+01	3.317e+00	1.000e+00	1.000e+00	7.000e+00	2.646e+00	2.200e+01	4.690e+00	1.100e+01	3.317e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
25	2.360e+02	1.536e+01	2.150e+02	1.466e+01	1.160e+02	1.077e+01	1.540e+02	1.241e+01	1.480e+02	1.217e+01	8.000e+00	2.828e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	1.200e+01	3.464e+00	6.000e+00	2.449e+00	5.000e+00	2.236e+00	2.000e+00	1.414e+00
