# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210908_std2_5/: 12C2
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=2		POL=1		POL=1		POL=4		POL=3		POL=2		POL=3		POL=5		POL=2		POL=1		POL=1		POL=3	
1	1.508e+03	3.883e+01	6.094e+03	7.806e+01	4.338e+03	6.586e+01	5.728e+03	7.568e+01	6.919e+03	8.318e+01	5.031e+03	7.093e+01	4.446e+03	6.668e+01	7.318e+03	8.555e+01	6.912e+03	8.314e+01	6.791e+03	8.241e+01	5.357e+03	7.319e+01	6.160e+03	7.849e+01
2	1.618e+03	4.022e+01	6.647e+03	8.153e+01	4.661e+03	6.827e+01	6.150e+03	7.842e+01	7.823e+03	8.845e+01	5.481e+03	7.403e+01	4.845e+03	6.961e+01	7.850e+03	8.860e+01	7.267e+03	8.525e+01	7.343e+03	8.569e+01	6.051e+03	7.779e+01	6.772e+03	8.229e+01
3	1.584e+03	3.980e+01	7.183e+03	8.475e+01	5.022e+03	7.087e+01	6.646e+03	8.152e+01	8.739e+03	9.348e+01	5.918e+03	7.693e+01	5.367e+03	7.326e+01	8.903e+03	9.436e+01	7.954e+03	8.919e+01	8.090e+03	8.994e+01	6.561e+03	8.100e+01	7.269e+03	8.526e+01
4	1.448e+03	3.805e+01	7.959e+03	8.921e+01	5.383e+03	7.337e+01	7.380e+03	8.591e+01	9.498e+03	9.746e+01	6.286e+03	7.928e+01	5.788e+03	7.608e+01	9.497e+03	9.745e+01	8.561e+03	9.253e+01	8.477e+03	9.207e+01	7.196e+03	8.483e+01	7.826e+03	8.846e+01
5	1.507e+03	3.882e+01	8.685e+03	9.319e+01	5.988e+03	7.738e+01	8.009e+03	8.949e+01	1.043e+04	1.021e+02	6.885e+03	8.298e+01	6.504e+03	8.065e+01	1.045e+04	1.022e+02	9.243e+03	9.614e+01	9.434e+03	9.713e+01	7.772e+03	8.816e+01	8.362e+03	9.144e+01
6	1.575e+03	3.969e+01	9.146e+03	9.563e+01	6.364e+03	7.977e+01	8.558e+03	9.251e+01	1.116e+04	1.056e+02	7.336e+03	8.565e+01	7.039e+03	8.390e+01	1.129e+04	1.063e+02	9.808e+03	9.904e+01	1.016e+04	1.008e+02	8.064e+03	8.980e+01	9.024e+03	9.499e+01
7	1.528e+03	3.909e+01	9.730e+03	9.864e+01	6.683e+03	8.175e+01	8.928e+03	9.449e+01	1.183e+04	1.088e+02	7.910e+03	8.894e+01	7.499e+03	8.660e+01	1.207e+04	1.099e+02	1.043e+04	1.021e+02	1.080e+04	1.039e+02	8.789e+03	9.375e+01	9.599e+03	9.797e+01
8	1.598e+03	3.997e+01	1.012e+04	1.006e+02	7.101e+03	8.427e+01	9.461e+03	9.727e+01	1.273e+04	1.128e+02	8.515e+03	9.228e+01	7.779e+03	8.820e+01	1.245e+04	1.116e+02	1.110e+04	1.054e+02	1.126e+04	1.061e+02	9.298e+03	9.643e+01	1.017e+04	1.008e+02
9	1.561e+03	3.951e+01	1.067e+04	1.033e+02	7.187e+03	8.478e+01	1.012e+04	1.006e+02	1.332e+04	1.154e+02	8.734e+03	9.346e+01	8.244e+03	9.080e+01	1.310e+04	1.145e+02	1.151e+04	1.073e+02	1.195e+04	1.093e+02	9.843e+03	9.921e+01	1.085e+04	1.042e+02
10	1.681e+03	4.100e+01	1.125e+04	1.060e+02	7.687e+03	8.768e+01	1.066e+04	1.032e+02	1.409e+04	1.187e+02	9.219e+03	9.602e+01	8.673e+03	9.313e+01	1.360e+04	1.166e+02	1.248e+04	1.117e+02	1.291e+04	1.136e+02	1.013e+04	1.006e+02	1.133e+04	1.065e+02
