# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210908_std2_5/: 32S
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=4		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1		POL=3		POL=1	
11	2.530e+02	1.591e+01	3.950e+02	1.987e+01	2.860e+02	1.691e+01	5.160e+02	2.272e+01	7.040e+02	2.653e+01	4.260e+02	2.064e+01	3.350e+02	1.830e+01	5.960e+02	2.441e+01	6.770e+02	2.602e+01	6.170e+02	2.484e+01	8.110e+02	2.848e+01	5.710e+02	2.390e+01
12	1.970e+02	1.404e+01	4.670e+02	2.161e+01	2.960e+02	1.720e+01	5.910e+02	2.431e+01	7.660e+02	2.768e+01	4.690e+02	2.166e+01	3.520e+02	1.876e+01	5.860e+02	2.421e+01	7.440e+02	2.728e+01	6.080e+02	2.466e+01	8.530e+02	2.921e+01	5.750e+02	2.398e+01
13	1.870e+02	1.367e+01	4.840e+02	2.200e+01	3.010e+02	1.735e+01	5.300e+02	2.302e+01	7.650e+02	2.766e+01	4.670e+02	2.161e+01	3.970e+02	1.992e+01	6.370e+02	2.524e+01	7.590e+02	2.755e+01	6.640e+02	2.577e+01	7.770e+02	2.787e+01	6.170e+02	2.484e+01
14	2.480e+02	1.575e+01	5.150e+02	2.269e+01	3.160e+02	1.778e+01	5.690e+02	2.385e+01	8.400e+02	2.898e+01	5.020e+02	2.241e+01	3.740e+02	1.934e+01	6.710e+02	2.590e+01	8.500e+02	2.915e+01	6.830e+02	2.613e+01	7.960e+02	2.821e+01	6.800e+02	2.608e+01
15	2.470e+02	1.572e+01	5.210e+02	2.283e+01	2.800e+02	1.673e+01	5.900e+02	2.429e+01	8.140e+02	2.853e+01	5.330e+02	2.309e+01	4.050e+02	2.012e+01	7.170e+02	2.678e+01	8.700e+02	2.950e+01	7.000e+02	2.646e+01	7.940e+02	2.818e+01	6.860e+02	2.619e+01
16	2.040e+02	1.428e+01	5.670e+02	2.381e+01	3.360e+02	1.833e+01	6.700e+02	2.588e+01	9.380e+02	3.063e+01	5.310e+02	2.304e+01	4.170e+02	2.042e+01	6.970e+02	2.640e+01	9.400e+02	3.066e+01	7.220e+02	2.687e+01	7.190e+02	2.681e+01	7.170e+02	2.678e+01
17	2.360e+02	1.536e+01	5.560e+02	2.358e+01	3.530e+02	1.879e+01	6.740e+02	2.596e+01	8.900e+02	2.983e+01	5.790e+02	2.406e+01	4.320e+02	2.078e+01	7.370e+02	2.715e+01	9.030e+02	3.005e+01	7.550e+02	2.748e+01	7.430e+02	2.726e+01	7.510e+02	2.740e+01
18	2.310e+02	1.520e+01	5.600e+02	2.366e+01	3.410e+02	1.847e+01	7.110e+02	2.666e+01	9.810e+02	3.132e+01	5.770e+02	2.402e+01	4.430e+02	2.105e+01	7.640e+02	2.764e+01	9.860e+02	3.140e+01	7.850e+02	2.802e+01	6.970e+02	2.640e+01	8.060e+02	2.839e+01
19	2.320e+02	1.523e+01	5.840e+02	2.417e+01	3.820e+02	1.954e+01	7.240e+02	2.691e+01	1.063e+03	3.260e+01	6.050e+02	2.460e+01	4.770e+02	2.184e+01	8.050e+02	2.837e+01	1.009e+03	3.176e+01	8.500e+02	2.915e+01	7.670e+02	2.769e+01	8.690e+02	2.948e+01
20	2.670e+02	1.634e+01	6.720e+02	2.592e+01	3.490e+02	1.868e+01	7.360e+02	2.713e+01	9.990e+02	3.161e+01	6.110e+02	2.472e+01	4.920e+02	2.218e+01	7.820e+02	2.796e+01	1.067e+03	3.266e+01	8.320e+02	2.884e+01	7.190e+02	2.681e+01	8.720e+02	2.953e+01
21	2.410e+02	1.552e+01	7.030e+02	2.651e+01	3.920e+02	1.980e+01	8.080e+02	2.843e+01	1.141e+03	3.378e+01	7.380e+02	2.717e+01	5.070e+02	2.252e+01	9.280e+02	3.046e+01	1.124e+03	3.353e+01	8.670e+02	2.944e+01	7.200e+02	2.683e+01	8.560e+02	2.926e+01
22	2.690e+02	1.640e+01	6.800e+02	2.608e+01	3.780e+02	1.944e+01	8.050e+02	2.837e+01	1.141e+03	3.378e+01	7.220e+02	2.687e+01	5.030e+02	2.243e+01	9.490e+02	3.081e+01	1.159e+03	3.404e+01	8.610e+02	2.934e+01	7.710e+02	2.777e+01	8.900e+02	2.983e+01
23	2.360e+02	1.536e+01	7.570e+02	2.751e+01	4.750e+02	2.179e+01	9.080e+02	3.013e+01	1.173e+03	3.425e+01	7.140e+02	2.672e+01	5.150e+02	2.269e+01	9.680e+02	3.111e+01	1.299e+03	3.604e+01	8.450e+02	2.907e+01	7.770e+02	2.787e+01	9.410e+02	3.068e+01
24	2.750e+02	1.658e+01	7.650e+02	2.766e+01	5.090e+02	2.256e+01	8.780e+02	2.963e+01	1.281e+03	3.579e+01	7.400e+02	2.720e+01	5.940e+02	2.437e+01	9.740e+02	3.121e+01	1.299e+03	3.604e+01	1.001e+03	3.164e+01	7.450e+02	2.729e+01	1.009e+03	3.176e+01
25	2.550e+02	1.597e+01	7.630e+02	2.762e+01	4.980e+02	2.232e+01	9.190e+02	3.032e+01	1.220e+03	3.493e+01	7.780e+02	2.789e+01	6.050e+02	2.460e+01	1.054e+03	3.247e+01	1.366e+03	3.696e+01	8.930e+02	2.988e+01	8.340e+02	2.888e+01	9.660e+02	3.108e+01
