# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210908_std2_5/: Esi
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=0		POL=1		POL=5		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1		POL=1	
1	1.888e+04	1.374e+02	3.219e+04	1.794e+02	1.537e+04	1.240e+02	3.987e+04	1.997e+02	3.806e+04	1.951e+02	2.093e+04	1.447e+02	2.271e+04	1.507e+02	4.447e+04	2.109e+02	3.768e+04	1.941e+02	2.584e+04	1.607e+02	3.553e+04	1.885e+02	3.677e+04	1.917e+02
2	1.792e+04	1.339e+02	3.559e+04	1.887e+02	1.572e+04	1.254e+02	4.246e+04	2.061e+02	4.186e+04	2.046e+02	2.124e+04	1.457e+02	2.379e+04	1.542e+02	4.749e+04	2.179e+02	3.894e+04	1.973e+02	2.590e+04	1.609e+02	3.923e+04	1.981e+02	3.815e+04	1.953e+02
3	1.804e+04	1.343e+02	3.630e+04	1.905e+02	1.566e+04	1.251e+02	4.288e+04	2.071e+02	4.269e+04	2.066e+02	2.117e+04	1.455e+02	2.385e+04	1.544e+02	4.808e+04	2.193e+02	3.919e+04	1.980e+02	2.594e+04	1.611e+02	4.018e+04	2.005e+02	3.828e+04	1.956e+02
4	1.781e+04	1.335e+02	3.662e+04	1.914e+02	1.571e+04	1.253e+02	4.327e+04	2.080e+02	4.314e+04	2.077e+02	2.153e+04	1.467e+02	2.414e+04	1.554e+02	4.857e+04	2.204e+02	3.929e+04	1.982e+02	2.638e+04	1.624e+02	4.055e+04	2.014e+02	3.885e+04	1.971e+02
5	1.855e+04	1.362e+02	3.658e+04	1.913e+02	1.647e+04	1.283e+02	4.395e+04	2.096e+02	4.328e+04	2.080e+02	2.195e+04	1.482e+02	2.449e+04	1.565e+02	4.906e+04	2.215e+02	4.006e+04	2.001e+02	2.674e+04	1.635e+02	4.033e+04	2.008e+02	3.968e+04	1.992e+02
6	1.838e+04	1.356e+02	3.698e+04	1.923e+02	1.672e+04	1.293e+02	4.402e+04	2.098e+02	4.370e+04	2.091e+02	2.234e+04	1.495e+02	2.474e+04	1.573e+02	4.942e+04	2.223e+02	4.078e+04	2.019e+02	2.735e+04	1.654e+02	4.054e+04	2.014e+02	4.005e+04	2.001e+02
7	1.810e+04	1.345e+02	3.711e+04	1.926e+02	1.672e+04	1.293e+02	4.397e+04	2.097e+02	4.375e+04	2.092e+02	2.261e+04	1.504e+02	2.485e+04	1.576e+02	4.935e+04	2.221e+02	4.102e+04	2.025e+02	2.757e+04	1.661e+02	4.078e+04	2.019e+02	4.033e+04	2.008e+02
8	1.791e+04	1.338e+02	3.733e+04	1.932e+02	1.684e+04	1.297e+02	4.422e+04	2.103e+02	4.410e+04	2.100e+02	2.254e+04	1.501e+02	2.480e+04	1.575e+02	4.944e+04	2.224e+02	4.164e+04	2.040e+02	2.786e+04	1.669e+02	4.087e+04	2.022e+02	4.025e+04	2.006e+02
9	1.768e+04	1.330e+02	3.732e+04	1.932e+02	1.696e+04	1.302e+02	4.495e+04	2.120e+02	4.419e+04	2.102e+02	2.297e+04	1.515e+02	2.525e+04	1.589e+02	4.989e+04	2.234e+02	4.184e+04	2.046e+02	2.821e+04	1.680e+02	4.118e+04	2.029e+02	4.086e+04	2.021e+02
10	1.799e+04	1.341e+02	3.777e+04	1.944e+02	1.727e+04	1.314e+02	4.509e+04	2.123e+02	4.460e+04	2.112e+02	2.356e+04	1.535e+02	2.545e+04	1.595e+02	5.028e+04	2.242e+02	4.256e+04	2.063e+02	2.855e+04	1.690e+02	4.144e+04	2.036e+02	4.159e+04	2.039e+02
11	1.802e+04	1.343e+02	3.793e+04	1.948e+02	1.780e+04	1.334e+02	4.532e+04	2.129e+02	4.474e+04	2.115e+02	2.412e+04	1.553e+02	2.580e+04	1.606e+02	5.048e+04	2.247e+02	4.322e+04	2.079e+02	2.923e+04	1.710e+02	4.130e+04	2.032e+02	4.238e+04	2.059e+02
12	1.815e+04	1.347e+02	3.834e+04	1.958e+02	1.756e+04	1.325e+02	4.578e+04	2.140e+02	4.515e+04	2.125e+02	2.403e+04	1.550e+02	2.588e+04	1.609e+02	5.099e+04	2.258e+02	4.348e+04	2.085e+02	2.948e+04	1.717e+02	4.211e+04	2.052e+02	4.225e+04	2.056e+02
13	1.814e+04	1.347e+02	3.875e+04	1.969e+02	1.755e+04	1.325e+02	4.625e+04	2.151e+02	4.587e+04	2.142e+02	2.420e+04	1.555e+02	2.620e+04	1.618e+02	5.143e+04	2.268e+02	4.403e+04	2.098e+02	2.982e+04	1.727e+02	4.272e+04	2.067e+02	4.279e+04	2.069e+02
14	1.831e+04	1.353e+02	3.890e+04	1.972e+02	1.803e+04	1.343e+02	4.636e+04	2.153e+02	4.630e+04	2.152e+02	2.482e+04	1.575e+02	2.653e+04	1.629e+02	5.180e+04	2.276e+02	4.478e+04	2.116e+02	3.033e+04	1.742e+02	4.285e+04	2.070e+02	4.346e+04	2.085e+02
15	1.791e+04	1.338e+02	3.932e+04	1.983e+02	1.799e+04	1.341e+02	4.695e+04	2.167e+02	4.686e+04	2.165e+02	2.494e+04	1.579e+02	2.670e+04	1.634e+02	5.201e+04	2.280e+02	4.519e+04	2.126e+02	3.058e+04	1.749e+02	4.336e+04	2.082e+02	4.375e+04	2.092e+02
16	1.807e+04	1.344e+02	3.942e+04	1.985e+02	1.840e+04	1.356e+02	4.715e+04	2.171e+02	4.702e+04	2.169e+02	2.543e+04	1.595e+02	2.693e+04	1.641e+02	5.251e+04	2.292e+02	4.591e+04	2.143e+02	3.100e+04	1.761e+02	4.351e+04	2.086e+02	4.438e+04	2.107e+02
17	1.820e+04	1.349e+02	3.999e+04	2.000e+02	1.867e+04	1.366e+02	4.734e+04	2.176e+02	4.758e+04	2.181e+02	2.569e+04	1.603e+02	2.730e+04	1.652e+02	5.277e+04	2.297e+02	4.641e+04	2.154e+02	3.151e+04	1.775e+02	4.366e+04	2.090e+02	4.497e+04	2.121e+02
18	1.864e+04	1.365e+02	4.062e+04	2.015e+02	1.864e+04	1.365e+02	4.808e+04	2.193e+02	4.845e+04	2.201e+02	2.595e+04	1.611e+02	2.769e+04	1.664e+02	5.349e+04	2.313e+02	4.696e+04	2.167e+02	3.195e+04	1.787e+02	4.484e+04	2.118e+02	4.532e+04	2.129e+02
19	1.836e+04	1.355e+02	4.099e+04	2.025e+02	1.878e+04	1.371e+02	4.822e+04	2.196e+02	4.911e+04	2.216e+02	2.642e+04	1.625e+02	2.792e+04	1.671e+02	5.401e+04	2.324e+02	4.782e+04	2.187e+02	3.244e+04	1.801e+02	4.532e+04	2.129e+02	4.578e+04	2.140e+02
20	1.849e+04	1.360e+02	4.147e+04	2.036e+02	1.868e+04	1.367e+02	4.893e+04	2.212e+02	4.929e+04	2.220e+02	2.656e+04	1.630e+02	2.827e+04	1.681e+02	5.431e+04	2.330e+02	4.781e+04	2.187e+02	3.255e+04	1.804e+02	4.567e+04	2.137e+02	4.607e+04	2.146e+02
21	1.868e+04	1.367e+02	4.196e+04	2.048e+02	1.885e+04	1.373e+02	4.944e+04	2.223e+02	4.997e+04	2.235e+02	2.686e+04	1.639e+02	2.834e+04	1.683e+02	5.464e+04	2.338e+02	4.872e+04	2.207e+02	3.291e+04	1.814e+02	4.640e+04	2.154e+02	4.675e+04	2.162e+02
22	1.834e+04	1.354e+02	4.239e+04	2.059e+02	1.903e+04	1.379e+02	4.976e+04	2.231e+02	5.042e+04	2.246e+02	2.722e+04	1.650e+02	2.876e+04	1.696e+02	5.521e+04	2.350e+02	4.917e+04	2.217e+02	3.340e+04	1.828e+02	4.691e+04	2.166e+02	4.719e+04	2.172e+02
23	1.857e+04	1.363e+02	4.260e+04	2.064e+02	1.922e+04	1.386e+02	5.009e+04	2.238e+02	5.078e+04	2.253e+02	2.741e+04	1.656e+02	2.909e+04	1.705e+02	5.576e+04	2.361e+02	4.996e+04	2.235e+02	3.366e+04	1.835e+02	4.745e+04	2.178e+02	4.762e+04	2.182e+02
24	1.841e+04	1.357e+02	4.294e+04	2.072e+02	1.918e+04	1.385e+02	5.071e+04	2.252e+02	5.107e+04	2.260e+02	2.742e+04	1.656e+02	2.897e+04	1.702e+02	5.654e+04	2.378e+02	5.036e+04	2.244e+02	3.386e+04	1.840e+02	4.791e+04	2.189e+02	4.770e+04	2.184e+02
25	1.829e+04	1.352e+02	4.334e+04	2.082e+02	1.918e+04	1.385e+02	5.117e+04	2.262e+02	5.185e+04	2.277e+02	2.776e+04	1.666e+02	2.931e+04	1.712e+02	5.649e+04	2.377e+02	5.077e+04	2.253e+02	3.437e+04	1.854e+02	4.860e+04	2.204e+02	4.821e+04	2.196e+02
