# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210907_Std2_5/: 12C15N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9
# plane	POL=0		POL=0		POL=0		POL=0		POL=0		POL=2		POL=4		POL=1		POL=0	
1	9.000e+00	3.000e+00	1.300e+01	3.606e+00	2.200e+01	4.690e+00	2.100e+01	4.583e+00	5.600e+01	7.483e+00	9.600e+01	9.798e+00	4.700e+01	6.856e+00	4.100e+01	6.403e+00	2.900e+01	5.385e+00
2	1.400e+01	3.742e+00	2.100e+01	4.583e+00	1.800e+01	4.243e+00	3.600e+01	6.000e+00	5.800e+01	7.616e+00	1.050e+02	1.025e+01	5.300e+01	7.280e+00	5.300e+01	7.280e+00	3.000e+01	5.477e+00
3	9.000e+00	3.000e+00	2.500e+01	5.000e+00	1.600e+01	4.000e+00	3.300e+01	5.745e+00	5.900e+01	7.681e+00	1.110e+02	1.054e+01	5.100e+01	7.141e+00	4.400e+01	6.633e+00	3.400e+01	5.831e+00
4	1.600e+01	4.000e+00	2.600e+01	5.099e+00	1.800e+01	4.243e+00	3.500e+01	5.916e+00	5.700e+01	7.550e+00	1.210e+02	1.100e+01	6.400e+01	8.000e+00	4.100e+01	6.403e+00	2.900e+01	5.385e+00
5	1.000e+01	3.162e+00	1.700e+01	4.123e+00	2.200e+01	4.690e+00	3.000e+01	5.477e+00	8.300e+01	9.110e+00	1.140e+02	1.068e+01	5.500e+01	7.416e+00	5.100e+01	7.141e+00	2.900e+01	5.385e+00
6	1.400e+01	3.742e+00	1.900e+01	4.359e+00	1.400e+01	3.742e+00	2.500e+01	5.000e+00	6.500e+01	8.062e+00	1.290e+02	1.136e+01	5.900e+01	7.681e+00	5.300e+01	7.280e+00	3.100e+01	5.568e+00
7	1.200e+01	3.464e+00	2.500e+01	5.000e+00	2.300e+01	4.796e+00	3.300e+01	5.745e+00	5.900e+01	7.681e+00	1.240e+02	1.114e+01	5.400e+01	7.348e+00	4.400e+01	6.633e+00	3.100e+01	5.568e+00
8	1.700e+01	4.123e+00	2.500e+01	5.000e+00	2.100e+01	4.583e+00	3.200e+01	5.657e+00	6.100e+01	7.810e+00	9.300e+01	9.644e+00	4.900e+01	7.000e+00	4.200e+01	6.481e+00	3.600e+01	6.000e+00
9	1.600e+01	4.000e+00	1.700e+01	4.123e+00	1.200e+01	3.464e+00	3.600e+01	6.000e+00	4.300e+01	6.557e+00	1.100e+02	1.049e+01	4.300e+01	6.557e+00	3.300e+01	5.745e+00	3.300e+01	5.745e+00
10	1.400e+01	3.742e+00	1.300e+01	3.606e+00	1.200e+01	3.464e+00	2.800e+01	5.292e+00	6.000e+01	7.746e+00	1.030e+02	1.015e+01	4.200e+01	6.481e+00	3.600e+01	6.000e+00	3.300e+01	5.745e+00
11	1.100e+01	3.317e+00	1.300e+01	3.606e+00	2.100e+01	4.583e+00	1.900e+01	4.359e+00	5.900e+01	7.681e+00	8.600e+01	9.274e+00	4.000e+01	6.325e+00	4.400e+01	6.633e+00	3.200e+01	5.657e+00
12	1.200e+01	3.464e+00	2.300e+01	4.796e+00	2.300e+01	4.796e+00	4.200e+01	6.481e+00	5.900e+01	7.681e+00	1.130e+02	1.063e+01	5.200e+01	7.211e+00	3.200e+01	5.657e+00	2.400e+01	4.899e+00
13	1.200e+01	3.464e+00	1.300e+01	3.606e+00	1.200e+01	3.464e+00	3.000e+01	5.477e+00	6.800e+01	8.246e+00	9.400e+01	9.695e+00	5.100e+01	7.141e+00	3.200e+01	5.657e+00	2.000e+01	4.472e+00
14	1.900e+01	4.359e+00	1.600e+01	4.000e+00	1.900e+01	4.359e+00	2.800e+01	5.292e+00	5.000e+01	7.071e+00	1.000e+02	1.000e+01	3.700e+01	6.083e+00	2.600e+01	5.099e+00	2.200e+01	4.690e+00
15	1.100e+01	3.317e+00	2.100e+01	4.583e+00	1.600e+01	4.000e+00	2.200e+01	4.690e+00	3.300e+01	5.745e+00	1.020e+02	1.010e+01	2.800e+01	5.292e+00	3.100e+01	5.568e+00	3.200e+01	5.657e+00
16	1.800e+01	4.243e+00	1.700e+01	4.123e+00	1.300e+01	3.606e+00	2.400e+01	4.899e+00	6.800e+01	8.246e+00	8.800e+01	9.381e+00	3.400e+01	5.831e+00	3.800e+01	6.164e+00	2.500e+01	5.000e+00
17	1.200e+01	3.464e+00	1.100e+01	3.317e+00	1.000e+01	3.162e+00	3.000e+01	5.477e+00	4.600e+01	6.782e+00	7.400e+01	8.602e+00	2.900e+01	5.385e+00	3.400e+01	5.831e+00	2.300e+01	4.796e+00
18	1.400e+01	3.742e+00	1.900e+01	4.359e+00	1.800e+01	4.243e+00	2.000e+01	4.472e+00	4.000e+01	6.325e+00	7.300e+01	8.544e+00	4.000e+01	6.325e+00	3.800e+01	6.164e+00	2.400e+01	4.899e+00
19	1.200e+01	3.464e+00	2.200e+01	4.690e+00	1.300e+01	3.606e+00	2.000e+01	4.472e+00	5.300e+01	7.280e+00	6.300e+01	7.937e+00	3.300e+01	5.745e+00	2.600e+01	5.099e+00	1.600e+01	4.000e+00
20	1.300e+01	3.606e+00	1.700e+01	4.123e+00	1.600e+01	4.000e+00	2.700e+01	5.196e+00	4.000e+01	6.325e+00	8.400e+01	9.165e+00	2.900e+01	5.385e+00	2.500e+01	5.000e+00	2.600e+01	5.099e+00
21	1.000e+01	3.162e+00	1.600e+01	4.000e+00	2.000e+01	4.472e+00	2.500e+01	5.000e+00	4.500e+01	6.708e+00	6.800e+01	8.246e+00	2.700e+01	5.196e+00	3.600e+01	6.000e+00	2.600e+01	5.099e+00
22	1.900e+01	4.359e+00	1.100e+01	3.317e+00	1.800e+01	4.243e+00	1.700e+01	4.123e+00	5.000e+01	7.071e+00	1.000e+02	1.000e+01	3.600e+01	6.000e+00	2.500e+01	5.000e+00	1.600e+01	4.000e+00
