# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_sample16_1/: (12C15N/(12C14N+12C15N))*100
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12	MEAN13	Poiss_E13	MEAN14	Poiss_E14	MEAN15	Poiss_E15	MEAN16	Poiss_E16	MEAN17	Poiss_E17	MEAN18	Poiss_E18	MEAN19	Poiss_E19	MEAN20	Poiss_E20	MEAN21	Poiss_E21	MEAN22	Poiss_E22	MEAN23	Poiss_E23	MEAN24	Poiss_E24	MEAN25	Poiss_E25	MEAN26	Poiss_E26	MEAN27	Poiss_E27	MEAN28	Poiss_E28	MEAN29	Poiss_E29	MEAN30	Poiss_E30	MEAN31	Poiss_E31	MEAN32	Poiss_E32	MEAN33	Poiss_E33	MEAN34	Poiss_E34	MEAN35	Poiss_E35	MEAN36	Poiss_E36	MEAN37	Poiss_E37	MEAN38	Poiss_E38	MEAN39	Poiss_E39	MEAN40	Poiss_E40	MEAN41	Poiss_E41	MEAN42	Poiss_E42	MEAN43	Poiss_E43	MEAN44	Poiss_E44	MEAN45	Poiss_E45	MEAN46	Poiss_E46	MEAN47	Poiss_E47	MEAN48	Poiss_E48	MEAN49	Poiss_E49	MEAN50	Poiss_E50	MEAN51	Poiss_E51	MEAN52	Poiss_E52	MEAN53	Poiss_E53	MEAN54	Poiss_E54	MEAN55	Poiss_E55	MEAN56	Poiss_E56	MEAN57	Poiss_E57	MEAN58	Poiss_E58	MEAN59	Poiss_E59	MEAN60	Poiss_E60	MEAN61	Poiss_E61	MEAN62	Poiss_E62	MEAN63	Poiss_E63	MEAN64	Poiss_E64	MEAN65	Poiss_E65	MEAN66	Poiss_E66	MEAN67	Poiss_E67	MEAN68	Poiss_E68	MEAN69	Poiss_E69	MEAN70	Poiss_E70	MEAN71	Poiss_E71	MEAN72	Poiss_E72	MEAN73	Poiss_E73	MEAN74	Poiss_E74	MEAN75	Poiss_E75	MEAN76	Poiss_E76	MEAN77	Poiss_E77	MEAN78	Poiss_E78	MEAN79	Poiss_E79	MEAN80	Poiss_E80	MEAN81	Poiss_E81	MEAN82	Poiss_E82	MEAN83	Poiss_E83	MEAN84	Poiss_E84	MEAN85	Poiss_E85	MEAN86	Poiss_E86	MEAN87	Poiss_E87	MEAN88	Poiss_E88	MEAN89	Poiss_E89	MEAN90	Poiss_E90	MEAN91	Poiss_E91	MEAN92	Poiss_E92	MEAN93	Poiss_E93	MEAN94	Poiss_E94	MEAN95	Poiss_E95	MEAN96	Poiss_E96	MEAN97	Poiss_E97	MEAN98	Poiss_E98	MEAN99	Poiss_E99	MEAN100	Poiss_E100	MEAN101	Poiss_E101	MEAN102	Poiss_E102	MEAN103	Poiss_E103	MEAN104	Poiss_E104	MEAN105	Poiss_E105	MEAN106	Poiss_E106	MEAN107	Poiss_E107	MEAN108	Poiss_E108	MEAN109	Poiss_E109	MEAN110	Poiss_E110	MEAN111	Poiss_E111	MEAN112	Poiss_E112	MEAN113	Poiss_E113	MEAN114	Poiss_E114	MEAN115	Poiss_E115	MEAN116	Poiss_E116	MEAN117	Poiss_E117	MEAN118	Poiss_E118	MEAN119	Poiss_E119	MEAN120	Poiss_E120	MEAN121	Poiss_E121	MEAN122	Poiss_E122	MEAN123	Poiss_E123	MEAN124	Poiss_E124	MEAN125	Poiss_E125	MEAN126	Poiss_E126	MEAN127	Poiss_E127	MEAN128	Poiss_E128	MEAN129	Poiss_E129	MEAN130	Poiss_E130	MEAN131	Poiss_E131	MEAN132	Poiss_E132	MEAN133	Poiss_E133	MEAN134	Poiss_E134	MEAN135	Poiss_E135	MEAN136	Poiss_E136	MEAN137	Poiss_E137	MEAN138	Poiss_E138	MEAN139	Poiss_E139	MEAN140	Poiss_E140	MEAN141	Poiss_E141	MEAN142	Poiss_E142	MEAN143	Poiss_E143	MEAN144	Poiss_E144	MEAN145	Poiss_E145	MEAN146	Poiss_E146	MEAN147	Poiss_E147	MEAN148	Poiss_E148	MEAN149	Poiss_E149	MEAN150	Poiss_E150	MEAN151	Poiss_E151	MEAN152	Poiss_E152	MEAN153	Poiss_E153	MEAN154	Poiss_E154	MEAN155	Poiss_E155	MEAN156	Poiss_E156	MEAN157	Poiss_E157	MEAN158	Poiss_E158	MEAN159	Poiss_E159	MEAN160	Poiss_E160	MEAN161	Poiss_E161	MEAN162	Poiss_E162	MEAN163	Poiss_E163	MEAN164	Poiss_E164	MEAN165	Poiss_E165	MEAN166	Poiss_E166	MEAN167	Poiss_E167	MEAN168	Poiss_E168	MEAN169	Poiss_E169	MEAN170	Poiss_E170	MEAN171	Poiss_E171	MEAN172	Poiss_E172	MEAN173	Poiss_E173	MEAN174	Poiss_E174	MEAN175	Poiss_E175	MEAN176	Poiss_E176	MEAN177	Poiss_E177	MEAN178	Poiss_E178	MEAN179	Poiss_E179	MEAN180	Poiss_E180	MEAN181	Poiss_E181	MEAN182	Poiss_E182
# plane	POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=5		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0		POL=0	
1	6.462e-01	4.577e-01	3.679e-01	1.570e-01	7.812e-01	3.501e-01	5.170e-01	2.113e-01	3.195e-01	1.846e-01	2.132e-01	2.133e-01	5.047e-01	1.559e-01	4.914e-01	3.479e-01	3.302e-01	1.908e-01	3.194e-01	1.363e-01	3.519e-01	1.286e-01	2.947e-01	9.101e-02	1.425e-01	2.015e-01	3.715e-01	1.147e-01	3.386e-01	9.784e-02	3.999e-01	1.051e-01	1.923e-01	2.721e-01	3.021e-01	2.469e-01	4.707e-01	1.081e-01	2.881e-01	8.154e-02	3.358e-01	9.911e-02	5.159e-01	1.272e-01	3.104e-01	8.785e-02	4.145e-01	9.646e-02	3.367e-01	1.376e-01	2.822e-01	1.631e-01	3.201e-01	1.433e-01	2.154e-01	1.363e-01	3.949e-01	1.494e-01	2.080e-01	1.316e-01	4.121e-01	1.273e-01	2.460e-01	1.741e-01	1.619e-01	1.620e-01	2.908e-01	1.372e-01	1.209e-01	1.711e-01	2.791e-01	1.249e-01	6.017e-01	2.131e-01	4.192e-01	1.586e-01	4.059e-01	1.733e-01	3.217e-01	8.929e-02	3.478e-01	3.481e-01	3.929e-01	1.542e-01	3.414e-01	1.109e-01	3.614e-01	2.089e-01	3.584e-01	1.604e-01	2.227e-01	1.819e-01	2.118e-01	1.498e-01	4.100e-01	1.332e-01	5.224e-01	2.136e-01	3.953e-01	1.445e-01	2.444e-01	1.547e-01	1.942e-01	1.943e-01	3.292e-01	1.647e-01	5.909e-01	2.790e-01	3.815e-01	1.708e-01	1.163e-01	1.645e-01	3.196e-01	1.306e-01	2.402e-01	1.520e-01	4.191e-01	1.049e-01	5.962e-01	1.990e-01	5.123e-01	1.244e-01	2.861e-01	1.012e-01	1.813e-01	9.695e-02	4.086e-01	2.187e-01	3.019e-01	1.511e-01	4.183e-01	1.184e-01	4.533e-01	8.355e-02	4.938e-01	4.944e-01	3.522e-01	1.246e-01	3.512e-01	1.757e-01	3.302e-01	1.102e-01	6.838e-01	3.425e-01	7.478e-01	2.736e-01	3.077e-01	1.026e-01	3.009e-01	1.138e-01	3.977e-01	1.561e-01	4.732e-01	8.797e-02	7.057e-02	9.982e-02	4.229e-01	1.661e-01	2.982e-01	2.437e-01	3.785e-01	2.396e-01	0.000e+00	0.000e+00	2.644e-01	6.513e-02	4.323e-01	1.767e-01	4.344e-01	7.055e-02	3.840e-01	1.359e-01	2.372e-01	1.679e-01	5.376e-01	2.692e-01	2.677e-01	2.679e-01	3.396e-01	8.369e-02	5.398e-01	1.754e-01	4.113e-01	1.142e-01	3.666e-01	2.321e-01	4.671e-01	1.994e-01	3.396e-01	1.241e-01	2.743e-01	1.941e-01	0.000e+00	0.000e+00	2.688e-01	1.902e-01	9.775e-02	1.383e-01	6.878e-01	2.126e-01	3.851e-01	7.037e-02	2.625e-01	1.072e-01	4.950e-01	2.337e-01	2.590e-01	9.463e-02	4.549e-01	1.406e-01	0.000e+00	0.000e+00	4.484e-01	2.839e-01	1.997e-01	7.062e-02	3.678e-01	1.646e-01	4.571e-01	1.570e-01	2.361e-01	1.671e-01	3.418e-01	2.163e-01	2.278e-01	1.861e-01	3.560e-01	1.008e-01	3.045e-01	1.299e-01	3.074e-01	2.512e-01	2.537e-01	1.083e-01	4.613e-01	2.177e-01	4.843e-01	3.428e-01	3.874e-01	1.521e-01	3.233e-01	1.730e-01	2.591e-01	2.117e-01	4.088e-01	1.447e-01	5.641e-01	2.135e-01	5.105e-01	2.286e-01	4.413e-01	1.473e-01	4.804e-01	1.222e-01	4.436e-01	1.110e-01	3.635e-01	1.029e-01	4.052e-01	8.747e-02	3.950e-01	1.192e-01	5.728e-01	1.223e-01	3.549e-01	2.512e-01	4.114e-01	8.779e-02	4.861e-01	2.075e-01	3.768e-01	1.479e-01	4.252e-01	1.738e-01	4.356e-01	2.331e-01	1.577e-01	2.232e-01	4.038e-01	8.167e-02	1.810e-01	1.811e-01	3.902e-01	1.476e-01	5.029e-01	2.691e-01	6.144e-01	1.946e-01	3.882e-01	2.077e-01	4.580e-01	1.955e-01	2.667e-01	1.193e-01	3.738e-01	2.646e-01	5.162e-01	2.763e-01	4.826e-01	1.826e-01	3.911e-01	9.786e-02	3.556e-01	2.251e-01	2.481e-01	1.570e-01	4.252e-01	1.460e-01	1.350e-01	1.351e-01	4.161e-01	1.964e-01	3.935e-01	1.857e-01	3.067e-01	8.683e-02	5.511e-01	2.602e-01	2.546e-01	9.991e-02	2.111e-01	1.336e-01	2.952e-01	1.260e-01	4.115e-01	1.303e-01	2.528e-01	2.530e-01	1.372e-01	1.941e-01	2.887e-01	1.180e-01	5.603e-01	1.925e-01	5.171e-01	1.598e-01	7.563e-01	3.572e-01	4.148e-01	9.526e-02	2.271e-01	1.312e-01	2.160e-01	1.248e-01	4.721e-01	2.990e-01	5.102e-01	3.231e-01	3.535e-01	1.582e-01	3.226e-01	3.228e-01	5.128e-01	3.631e-01	1.915e-01	1.212e-01	3.670e-01	2.121e-01	2.375e-01	2.377e-01	5.786e-01	2.366e-01	3.497e-01	1.871e-01
2	3.623e-01	3.626e-01	2.883e-01	1.542e-01	2.893e-01	2.364e-01	6.237e-01	2.550e-01	3.460e-01	1.999e-01	3.472e-01	2.838e-01	3.989e-01	1.369e-01	2.817e-01	2.819e-01	5.714e-01	2.559e-01	2.695e-01	1.271e-01	4.954e-01	1.754e-01	4.440e-01	1.257e-01	6.944e-01	4.919e-01	3.392e-01	1.200e-01	3.399e-01	1.003e-01	3.129e-01	1.074e-01	3.976e-01	3.980e-01	1.058e-01	1.497e-01	4.102e-01	9.546e-02	3.575e-01	9.240e-02	5.451e-01	1.364e-01	4.575e-01	1.351e-01	4.354e-01	1.073e-01	3.964e-01	1.080e-01	3.452e-01	1.629e-01	5.761e-01	2.355e-01	2.252e-01	1.425e-01	1.828e-01	1.493e-01	2.787e-01	1.395e-01	5.074e-01	2.272e-01	3.790e-01	1.385e-01	2.500e-01	1.769e-01	3.813e-01	2.699e-01	4.243e-01	1.899e-01	3.606e-01	2.947e-01	3.701e-01	1.453e-01	5.374e-01	2.294e-01	4.031e-01	1.720e-01	2.263e-01	1.307e-01	4.761e-01	1.016e-01	5.988e-01	4.897e-01	3.414e-01	1.457e-01	2.704e-01	1.061e-01	4.435e-01	2.563e-01	3.602e-01	1.803e-01	7.282e-01	2.978e-01	5.409e-01	2.708e-01	3.002e-01	1.097e-01	2.644e-01	1.673e-01	4.235e-01	1.602e-01	1.519e-01	1.241e-01	2.413e-01	2.414e-01	3.059e-01	1.637e-01	2.051e-01	1.675e-01	2.213e-01	1.401e-01	2.736e-01	2.738e-01	3.418e-01	1.530e-01	5.516e-01	2.470e-01	4.263e-01	1.121e-01	5.402e-01	1.975e-01	4.365e-01	1.168e-01	3.561e-01	1.222e-01	3.514e-01	1.500e-01	2.455e-01	1.737e-01	6.690e-01	2.447e-01	3.637e-01	1.213e-01	3.568e-01	7.614e-02	2.967e-01	4.200e-01	3.722e-01	1.408e-01	5.353e-01	2.397e-01	2.783e-01	1.053e-01	5.420e-01	3.134e-01	4.990e-01	2.234e-01	4.903e-01	1.312e-01	5.661e-01	1.793e-01	3.661e-01	1.562e-01	3.841e-01	8.821e-02	2.548e-01	1.803e-01	5.559e-01	1.909e-01	2.729e-01	2.730e-01	5.410e-01	2.895e-01	5.495e-01	5.502e-01	3.863e-01	8.871e-02	2.991e-01	1.600e-01	3.579e-01	6.486e-02	5.169e-01	1.597e-01	4.260e-01	2.280e-01	3.808e-01	2.411e-01	1.859e-01	2.630e-01	3.169e-01	8.631e-02	2.775e-01	1.388e-01	5.118e-01	1.302e-01	2.336e-01	1.909e-01	5.935e-01	2.426e-01	6.039e-01	1.824e-01	4.112e-01	2.603e-01	0.000e+00	0.000e+00	2.705e-01	1.914e-01	7.143e-01	4.131e-01	1.852e-01	1.172e-01	4.425e-01	6.428e-02	4.111e-01	1.372e-01	7.629e-01	2.889e-01	5.367e-01	1.620e-01	2.197e-01	1.099e-01	1.238e+00	5.854e-01	3.275e-01	2.676e-01	3.846e-01	1.068e-01	4.412e-01	1.884e-01	4.077e-01	1.666e-01	1.898e-01	1.550e-01	4.380e-01	2.531e-01	3.610e-01	2.950e-01	3.866e-01	1.095e-01	4.260e-01	1.612e-01	8.475e-01	4.903e-01	4.214e-01	1.491e-01	5.373e-01	2.536e-01	9.585e-01	5.547e-01	2.544e-01	1.360e-01	3.523e-01	1.885e-01	2.339e-01	2.341e-01	2.227e-01	1.191e-01	5.656e-01	2.533e-01	3.989e-01	2.134e-01	4.213e-01	1.540e-01	6.584e-01	1.624e-01	3.276e-01	9.463e-02	4.219e-01	1.195e-01	3.588e-01	8.238e-02	4.808e-01	1.390e-01	4.491e-01	1.161e-01	4.251e-01	3.009e-01	3.751e-01	8.613e-02	4.292e-01	2.148e-01	3.290e-01	1.344e-01	2.509e-01	1.588e-01	5.000e-01	2.503e-01	4.274e-01	4.278e-01	4.193e-01	9.052e-02	1.062e-01	1.502e-01	4.114e-01	1.557e-01	7.270e-01	3.433e-01	1.063e-01	8.685e-02	4.669e-01	2.699e-01	3.523e-01	1.662e-01	4.319e-01	1.579e-01	2.096e-01	2.098e-01	4.539e-01	2.623e-01	4.194e-01	1.979e-01	3.761e-01	9.563e-02	3.978e-01	2.518e-01	6.401e-01	3.022e-01	3.164e-01	1.416e-01	4.789e-01	3.033e-01	3.684e-01	1.971e-01	3.279e-01	1.754e-01	3.544e-01	1.003e-01	3.608e-01	2.284e-01	4.525e-01	1.366e-01	4.953e-01	2.338e-01	3.724e-01	1.409e-01	4.938e-01	1.458e-01	3.759e-01	3.763e-01	3.339e-01	3.342e-01	2.972e-01	1.330e-01	4.248e-01	1.736e-01	4.833e-01	1.530e-01	4.985e-01	3.157e-01	3.667e-01	9.639e-02	5.345e-01	2.282e-01	2.734e-01	1.463e-01	0.000e+00	0.000e+00	4.098e-01	2.901e-01	5.189e-01	1.964e-01	0.000e+00	0.000e+00	5.164e-01	4.221e-01	4.314e-01	1.931e-01	3.394e-01	2.149e-01	6.369e-01	4.035e-01	3.891e-01	2.082e-01	4.181e-01	2.417e-01
3	5.484e-01	4.484e-01	3.146e-01	1.683e-01	2.212e-01	2.214e-01	1.661e-01	1.357e-01	3.159e-01	1.999e-01	1.289e-01	1.823e-01	3.676e-01	1.301e-01	2.915e-01	2.918e-01	2.657e-01	1.681e-01	4.059e-01	1.594e-01	7.737e-02	7.738e-02	4.097e-01	1.331e-01	5.319e-01	4.349e-01	2.300e-01	1.029e-01	3.822e-01	1.082e-01	4.557e-01	1.345e-01	2.342e-01	3.314e-01	7.136e-01	3.821e-01	3.433e-01	9.183e-02	4.157e-01	1.040e-01	3.162e-01	1.027e-01	4.823e-01	1.610e-01	4.372e-01	1.130e-01	3.519e-01	1.087e-01	2.039e-01	1.290e-01	1.616e-01	1.320e-01	3.040e-01	1.756e-01	3.831e-01	2.214e-01	2.633e-01	1.408e-01	2.784e-01	1.762e-01	5.240e-01	1.702e-01	2.651e-01	1.876e-01	6.289e-01	3.367e-01	3.467e-01	1.855e-01	5.482e-01	3.472e-01	2.191e-01	1.096e-01	3.098e-01	1.790e-01	3.689e-01	1.651e-01	1.577e-01	1.116e-01	3.331e-01	8.607e-02	3.824e-01	3.828e-01	3.276e-01	1.398e-01	4.465e-01	1.490e-01	4.961e-01	2.655e-01	3.016e-01	1.909e-01	2.418e-01	1.530e-01	2.126e-01	1.737e-01	4.716e-01	1.335e-01	2.897e-01	1.833e-01	3.098e-01	1.386e-01	4.332e-01	2.318e-01	1.188e-01	1.680e-01	3.110e-01	1.664e-01	3.199e-01	2.025e-01	4.172e-01	1.969e-01	4.615e-01	3.773e-01	3.866e-01	1.650e-01	3.743e-01	2.003e-01	3.915e-01	1.067e-01	3.922e-01	1.756e-01	3.600e-01	1.086e-01	5.766e-01	1.633e-01	2.793e-01	1.398e-01	4.868e-01	2.605e-01	3.953e-01	1.978e-01	4.238e-01	1.342e-01	3.541e-01	7.644e-02	2.747e-01	3.888e-01	3.788e-01	1.548e-01	3.715e-01	2.147e-01	2.937e-01	1.111e-01	6.530e-01	3.496e-01	1.962e-01	1.388e-01	4.614e-01	1.393e-01	2.740e-01	1.465e-01	2.779e-01	1.390e-01	3.833e-01	9.306e-02	3.950e-01	2.283e-01	4.126e-01	1.620e-01	1.650e-01	2.335e-01	2.180e-01	1.781e-01	1.166e+00	8.270e-01	3.340e-01	9.098e-02	4.171e-01	1.968e-01	2.964e-01	6.054e-02	3.898e-01	1.301e-01	4.101e-01	2.194e-01	3.127e-01	2.213e-01	4.228e-01	4.233e-01	3.598e-01	9.297e-02	2.122e-01	1.226e-01	3.693e-01	1.141e-01	6.029e-01	3.019e-01	5.008e-01	2.364e-01	3.735e-01	1.526e-01	5.348e-01	3.092e-01	0.000e+00	0.000e+00	4.814e-01	2.576e-01	3.793e-01	3.100e-01	3.331e-01	1.571e-01	3.865e-01	5.866e-02	4.025e-01	1.425e-01	6.978e-01	2.742e-01	1.766e-01	1.020e-01	5.453e-01	1.931e-01	3.175e-01	3.177e-01	3.817e-01	3.119e-01	3.516e-01	1.061e-01	3.009e-01	1.505e-01	1.953e-01	1.236e-01	4.543e-01	2.431e-01	4.068e-01	2.576e-01	5.831e-01	4.129e-01	3.737e-01	1.154e-01	4.003e-01	1.515e-01	7.207e-01	5.106e-01	4.499e-01	1.593e-01	4.662e-01	2.334e-01	4.323e-01	3.533e-01	2.708e-01	1.448e-01	2.054e-01	1.453e-01	2.817e-01	2.819e-01	5.936e-01	2.039e-01	4.791e-01	2.564e-01	3.369e-01	1.947e-01	3.724e-01	1.522e-01	3.872e-01	1.292e-01	3.660e-01	9.970e-02	5.404e-01	1.397e-01	3.271e-01	7.716e-02	4.299e-01	1.396e-01	3.723e-01	1.054e-01	3.538e-01	2.891e-01	3.088e-01	7.850e-02	5.456e-01	2.443e-01	4.739e-01	1.733e-01	3.899e-01	2.253e-01	7.157e-01	3.057e-01	2.000e-01	2.830e-01	3.250e-01	8.261e-02	1.144e-01	1.619e-01	5.268e-01	1.865e-01	6.472e-01	3.242e-01	3.771e-01	1.688e-01	6.272e-01	3.358e-01	2.888e-01	1.545e-01	3.457e-01	1.475e-01	5.741e-01	3.636e-01	2.629e-01	2.148e-01	2.571e-01	1.627e-01	3.003e-01	8.336e-02	0.000e+00	0.000e+00	2.513e-01	2.053e-01	3.605e-01	1.614e-01	6.031e-01	3.820e-01	3.476e-01	2.009e-01	4.815e-01	2.156e-01	4.526e-01	1.211e-01	5.447e-01	2.916e-01	4.640e-01	1.469e-01	2.299e-01	1.878e-01	4.228e-01	1.373e-01	3.117e-01	1.179e-01	2.008e-01	2.841e-01	5.682e-01	4.646e-01	3.136e-01	1.403e-01	4.016e-01	1.798e-01	2.975e-01	1.269e-01	6.322e-01	3.656e-01	5.027e-01	1.203e-01	4.193e-01	2.099e-01	2.046e-01	1.295e-01	2.516e-01	2.517e-01	4.410e-01	3.122e-01	2.304e-01	1.331e-01	2.096e-01	2.966e-01	6.036e-01	4.936e-01	4.030e-01	2.017e-01	2.732e-01	1.933e-01	6.435e-01	4.076e-01	6.540e-01	2.930e-01	1.509e-01	1.510e-01
4	8.065e-01	5.714e-01	4.333e-01	1.940e-01	3.529e-01	2.884e-01	4.566e-01	2.286e-01	1.336e-01	1.336e-01	5.848e-01	3.704e-01	4.682e-01	1.382e-01	7.215e-01	4.571e-01	3.548e-01	1.898e-01	5.305e-01	1.878e-01	1.520e-01	1.241e-01	2.731e-01	1.165e-01	5.535e-01	4.526e-01	5.878e-01	1.775e-01	3.534e-01	1.000e-01	3.987e-01	1.295e-01	5.333e-01	5.340e-01	9.794e-02	1.385e-01	5.280e-01	1.229e-01	5.050e-01	1.245e-01	5.490e-01	1.420e-01	4.397e-01	1.556e-01	4.237e-01	1.114e-01	4.413e-01	1.250e-01	2.670e-01	1.543e-01	3.786e-01	2.026e-01	3.743e-01	2.003e-01	5.618e-01	2.813e-01	5.065e-01	2.071e-01	2.363e-01	1.672e-01	4.576e-01	1.673e-01	5.016e-01	2.511e-01	4.647e-01	2.942e-01	3.665e-01	1.834e-01	1.104e-01	1.561e-01	2.287e-01	1.144e-01	3.636e-01	1.945e-01	3.562e-01	1.680e-01	5.399e-01	2.043e-01	4.092e-01	9.654e-02	0.000e+00	0.000e+00	5.226e-01	1.744e-01	3.436e-01	1.349e-01	3.937e-01	2.492e-01	2.519e-01	1.782e-01	3.029e-01	1.620e-01	5.119e-01	2.960e-01	4.848e-01	1.401e-01	2.815e-01	1.782e-01	2.808e-01	1.405e-01	4.364e-01	2.185e-01	1.261e-01	1.784e-01	3.347e-01	1.675e-01	3.741e-01	2.162e-01	5.432e-01	2.319e-01	0.000e+00	0.000e+00	6.289e-01	2.100e-01	5.708e-01	2.556e-01	3.836e-01	1.065e-01	3.789e-01	1.788e-01	3.193e-01	1.010e-01	3.170e-01	1.199e-01	1.478e-01	1.045e-01	1.198e-01	1.198e-01	3.682e-01	1.970e-01	3.467e-01	1.227e-01	3.799e-01	7.928e-02	2.841e-01	4.021e-01	4.863e-01	1.910e-01	6.289e-01	2.817e-01	4.654e-01	1.345e-01	5.790e-01	3.099e-01	4.036e-01	2.020e-01	3.590e-01	1.409e-01	4.585e-01	2.164e-01	3.411e-01	1.527e-01	4.725e-01	1.100e-01	4.251e-01	2.128e-01	4.644e-01	1.698e-01	5.367e-01	4.388e-01	5.502e-01	2.755e-01	2.841e-01	4.021e-01	3.443e-01	9.949e-02	2.174e-01	1.376e-01	4.493e-01	7.604e-02	2.484e-01	1.015e-01	2.892e-01	1.830e-01	4.914e-01	2.841e-01	0.000e+00	0.000e+00	3.265e-01	9.241e-02	2.493e-01	1.333e-01	3.408e-01	1.107e-01	1.362e-01	1.363e-01	2.394e-01	1.694e-01	1.852e-01	1.070e-01	1.016e-01	1.438e-01	0.000e+00	0.000e+00	4.947e-01	2.648e-01	3.576e-01	2.922e-01	4.431e-01	1.811e-01	4.335e-01	6.364e-02	3.222e-01	1.265e-01	2.542e-01	1.609e-01	3.012e-01	1.507e-01	2.910e-01	1.456e-01	3.190e-01	3.192e-01	1.477e-01	2.090e-01	4.833e-01	1.293e-01	3.656e-01	1.637e-01	3.527e-01	1.765e-01	2.637e-01	1.866e-01	4.039e-01	2.557e-01	1.901e-01	2.690e-01	5.053e-01	1.431e-01	4.038e-01	1.476e-01	3.356e-01	3.359e-01	2.642e-01	1.246e-01	6.050e-01	2.710e-01	3.120e-01	3.123e-01	3.824e-01	1.712e-01	3.243e-01	1.874e-01	4.839e-01	3.956e-01	1.390e-01	9.831e-02	3.454e-01	2.445e-01	6.166e-01	2.633e-01	5.232e-01	1.913e-01	3.846e-01	1.361e-01	5.651e-01	1.250e-01	3.940e-01	1.280e-01	3.247e-01	7.659e-02	4.198e-01	1.441e-01	2.859e-01	9.283e-02	8.827e-01	4.729e-01	4.724e-01	1.008e-01	5.035e-01	2.520e-01	3.401e-01	1.605e-01	3.584e-01	2.269e-01	3.836e-01	2.217e-01	2.457e-01	3.477e-01	3.479e-01	8.845e-02	5.175e-01	3.664e-01	3.211e-01	1.312e-01	4.575e-01	2.897e-01	2.604e-01	1.393e-01	1.899e-01	1.900e-01	2.060e-01	1.304e-01	3.333e-01	1.362e-01	2.328e-01	2.330e-01	2.773e-01	2.265e-01	3.586e-01	2.072e-01	4.141e-01	9.909e-02	5.263e-01	2.817e-01	6.404e-01	3.429e-01	1.692e-01	1.197e-01	4.373e-01	3.575e-01	1.664e-01	1.359e-01	5.241e-01	2.238e-01	3.944e-01	1.140e-01	2.985e-01	2.112e-01	5.348e-01	1.653e-01	4.922e-01	2.845e-01	4.188e-01	1.360e-01	4.064e-01	1.320e-01	6.928e-01	5.667e-01	2.016e-01	2.853e-01	5.174e-01	1.958e-01	3.096e-01	1.656e-01	4.427e-01	1.477e-01	3.820e-01	2.704e-01	6.539e-01	1.465e-01	3.390e-01	1.959e-01	3.279e-01	1.641e-01	5.025e-01	3.558e-01	9.383e-01	5.027e-01	4.717e-01	2.014e-01	0.000e+00	0.000e+00	4.376e-01	4.381e-01	1.083e-01	1.084e-01	2.266e-01	1.851e-01	2.601e-01	2.602e-01	1.938e-01	1.583e-01	4.299e-01	2.722e-01
